idplot,Cla,Subclase,PosEsp,Especie,Ocupa,Estado,FPMasa,Edad,FInfor,Fiabil,Barrena1,Barrena2,Barrena3,AltPer,OrgMasa1,OrgMasa2,TratMasa,Prov_Estadillo
26_0078,A,2E,1,043,8,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0080,A,1,1,043,7,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0081,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0082,A,2E,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0083,A,1,1,043,6,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0085,A,1,2,043,3,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0086,A,1,1,043,8,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0088,A,1,1,043,8,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0089,A,1,1,043,7,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0089,A,1,2,043,3,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0091,A,1,1,043,9,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0092,A,1,1,043,9,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0093,A,1,1,043,10,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0094,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0096,A,1,1,043,6,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0097,A,4,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0098,A,1,1,043,7,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0100,A,1,2,043,5,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0105,A,1,1,043,7,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0107,A,1,1,043,7,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0115,A,1,1,043,6,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0116,A,1,1,043,8,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0121,A,1,1,043,8,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0122,A,2E,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0123,A,1,1,043,8,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0124,A,1,1,043,6,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0139,A,1,3,043,1,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0143,A,1,3,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0148,A,3E,1,043,4,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0149,A,2E,2,043,2,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0157,A,1,3,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0158,A,4,1,043,4,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0161,A,1,1,043,9,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0162,A,1,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0163,A,1,3,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0167,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0168,A,1,1,043,6,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0168,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0169,A,2E,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0170,A,2E,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0171,A,1,1,043,8,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0172,A,1,1,043,9,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0173,A,1,3,043,1,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0174,A,1,1,043,6,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0179,A,1,1,043,9,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0180,A,1,1,043,6,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0180,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0181,A,1,1,043,8,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0181,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0183,A,1,2,043,3,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0184,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0185,A,1,2,043,3,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0191,A,1,1,043,5,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0191,A,1,2,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0192,A,1,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0193,A,1,2,043,2,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0196,A,3E,1,043,5,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0197,A,2E,1,043,8,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0198,A,1,2,043,4,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0199,A,4,2,043,2,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0223,A,1,1,043,7,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0225,A,2E,1,043,8,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0254,A,3E,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0255,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0265,A,1,1,043,4,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0265,A,1,2,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0266,A,1,3,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0286,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0287,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0297,A,1,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0298,A,4,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0299,A,4,1,043,5,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0308,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0315,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0362,A,1,1,043,6,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0362,A,1,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0373,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0383,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0384,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0387,A,4,1,043,6,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0396,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0397,A,1,1,043,5,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0398,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0399,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0400,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0401,A,1,1,043,8,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0403,A,4,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0404,A,4,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0405,A,1,2,043,1,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0406,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0407,A,1,1,043,5,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0407,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0409,A,1,1,043,5,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0411,A,1,1,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0414,A,1,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0415,A,1,1,043,8,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0420,A,1,2,043,1,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0421,A,3E,1,043,5,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0421,A,3E,2,043,5,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0423,A,1,2,043,1,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0424,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0425,A,4,2,043,1,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0426,A,1,1,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0427,A,1,1,043,5,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0429,A,1,2,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0439,A,1,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0442,A,3E,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0443,A,2E,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0444,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0445,A,1,3,043,2,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0453,A,1,2,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0454,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0456,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0472,A,1,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0480,A,1,1,043,5,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0480,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0484,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0485,A,2E,2,043,2,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0487,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0490,A,1,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0495,A,4,3,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0496,A,3E,1,043,7,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0497,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0498,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0501,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0502,A,1,1,043,8,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0508,A,1,2,043,3,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0509,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0511,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0512,A,4,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0514,A,1,2,043,4,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0524,A,1,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0530,A,1,1,043,8,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0538,A,1,2,043,5,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0539,A,1,2,043,2,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0540,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0548,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0549,A,1,2,043,2,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0561,A,1,1,043,6,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0562,A,1,1,043,8,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0572,A,4,1,043,7,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0573,A,1,1,043,6,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0574,A,1,1,043,8,3,4,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
26_0574,A,1,2,043,1,4,4,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
26_0574,A,1,3,043,1,1,4,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
26_0581,A,1,1,043,7,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0581,A,1,2,043,2,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0582,A,1,1,043,8,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0587,A,1,2,043,2,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0592,A,1,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0593,A,1,3,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0594,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0595,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0597,A,1,2,043,4,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0598,A,1,1,043,4,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0598,A,1,2,043,4,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0612,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0615,A,1,1,043,6,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0618,A,1,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0620,A,1,2,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0621,A,1,1,043,6,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0623,A,1,1,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,1,2,NA
26_0623,A,1,2,043,4,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0627,A,1,2,043,2,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0628,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0629,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0630,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0631,A,1,1,043,8,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0632,A,1,2,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0633,A,1,1,043,9,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0634,A,1,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0636,A,1,2,043,2,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0638,A,1,1,043,8,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0639,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0642,A,4,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0648,A,1,2,043,1,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0649,A,1,2,043,1,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0650,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0651,A,1,1,043,7,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0655,A,2E,3,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0656,A,4,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0657,A,4,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0662,A,1,2,043,3,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0663,A,1,2,043,1,1,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0664,A,1,2,043,2,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0665,A,1,2,043,4,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0666,A,1,2,043,3,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0667,A,1,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0668,A,1,1,043,4,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0669,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0672,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0673,A,4,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0674,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0675,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0678,A,1,3,043,1,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0682,A,1,1,043,6,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0684,A,1,1,043,9,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0686,A,4,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0687,A,1,3,043,2,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0688,A,1,3,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0689,A,1,2,043,4,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0690,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0691,A,1,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0692,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0693,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0696,A,1,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0697,A,1,1,043,8,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0698,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0728,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0732,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0733,A,2E,1,043,8,2,4,0,NA,NA,NA,NA,NA,NA,1,3,3,NA
26_0733,A,2E,2,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0734,A,4,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0734,A,4,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0735,A,2E,2,043,2,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0737,A,1,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0737,A,1,2,043,3,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0738,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0739,A,1,1,043,8,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0739,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0740,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0740,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0741,A,1,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0742,A,1,3,043,1,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0743,A,1,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0743,A,1,2,043,1,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0744,A,1,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0748,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0749,A,1,2,043,3,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0751,A,2E,2,043,4,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0753,A,4,1,043,8,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0753,A,4,2,043,1,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0754,A,2E,2,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0759,A,1,1,043,7,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0759,A,1,2,043,3,1,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0760,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0761,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0762,A,4,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0764,A,1,3,043,4,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0766,A,1,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0767,A,1,1,043,4,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0767,A,1,2,043,1,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0770,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0771,A,1,2,043,1,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0773,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0774,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0776,A,1,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0780,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0785,A,1,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0785,A,1,2,043,3,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0786,A,1,1,043,8,1,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0787,A,4,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0791,A,4,1,043,4,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0795,A,1,1,043,7,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0802,A,1,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0808,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0809,A,1,3,043,2,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0810,A,1,2,043,2,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0810,A,1,3,043,2,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0813,A,1,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0813,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0820,A,1,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0824,A,4,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0824,A,4,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0825,A,4,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0841,A,1,1,043,4,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0884,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0885,A,1,1,043,10,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0886,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0888,A,4,1,043,10,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0889,A,4,1,043,10,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0890,A,2E,1,043,10,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0891,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0892,A,1,1,043,6,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0895,A,1,1,043,8,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0897,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0899,A,1,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0903,A,1,1,043,8,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0908,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0909,A,1,3,043,2,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0910,A,1,2,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0914,A,4,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0918,A,1,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0920,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0924,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0926,A,1,1,043,6,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0926,A,1,2,043,3,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
26_0932,A,4,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
