idplot,Cla,Subclase,PosEsp,Especie,Ocupa,Estado,FPMasa,Edad,FInfor,Fiabil,Barrena1,Barrena2,Barrena3,AltPer,OrgMasa1,OrgMasa2,TratMasa,Prov_Estadillo
01_0004,A,3E,1,043,5,2,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0005,A,1,2,043,5,2,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0019,A,1,1,043,5,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0023,A,1,2,043,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0034,A,1,1,043,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0070,A,4,2,043,1,2,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0089,A,3C,1,043,5,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0100,A,1,2,043,3,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0116,A,1,3,043,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
01_0118,A,3C,2,043,3,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0152,A,1,1,043,6,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0165,A,3E,2,043,2,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0167,A,1,1,043,10,4,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
01_0168,A,1,1,043,8,4,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
01_0169,A,3C,1,043,6,4,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
01_0169,A,3E,1,043,9,4,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
01_0178,A,1,1,043,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0186,A,4,1,043,5,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0189,A,1,3,043,1,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0190,A,1,2,043,3,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0198,A,4,1,043,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0199,A,1,2,043,3,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
01_0201,A,1,2,043,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0210,A,1,2,043,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0214,A,1,2,043,3,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0224,A,4,2,043,3,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0279,A,1,2,043,3,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0283,A,1,2,043,1,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0284,A,1,2,043,1,3,3,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0290,A,1,2,043,5,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0362,A,1,3,043,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
01_0387,A,1,1,043,7,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0391,A,1,2,043,2,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0392,A,1,1,043,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
01_0393,A,1,2,043,3,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0394,A,1,2,043,4,4,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
01_0401,A,3C,2,043,2,3,3,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0583,A,1,1,043,6,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0586,A,1,1,043,10,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0587,A,3C,1,043,3,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0587,A,3E,3,043,3,2,4,NA,NA,NA,NA,NA,NA,NA,1,6,2,NA
01_0590,A,1,1,043,8,2,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0592,A,3E,1,043,3,3,3,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0593,A,1,1,043,10,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0595,A,1,1,043,10,3,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
01_0596,A,1,1,043,10,4,3,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0597,A,1,1,043,10,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0602,A,1,2,043,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0605,A,3E,1,043,9,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0606,A,1,1,043,7,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0607,A,1,1,043,10,3,3,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0608,A,1,1,043,10,4,3,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0609,A,1,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0611,A,1,1,043,9,2,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0612,A,1,1,043,5,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0616,A,1,2,043,1,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0618,A,1,1,043,10,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0622,A,1,3,043,1,2,3,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0623,A,1,1,043,9,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0624,A,1,1,043,10,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0625,A,1,1,043,9,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0630,A,4,1,043,9,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0633,A,3C,3,043,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0633,A,3E,3,043,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0640,A,1,2,043,3,3,3,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0660,A,1,2,043,1,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0661,A,1,2,043,2,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
01_0670,A,4,1,043,4,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0671,A,1,1,043,10,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0672,A,1,2,043,1,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0680,A,1,2,043,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
01_0681,A,1,2,043,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
01_0688,A,1,3,043,3,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0748,A,1,2,043,4,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0749,A,1,1,043,10,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0750,A,1,1,043,10,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0751,A,6C,2,043,1,2,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0753,A,1,1,043,10,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0756,A,1,1,043,8,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0757,A,1,1,043,10,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0758,A,1,1,043,8,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0759,A,1,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0760,A,1,1,043,8,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0761,A,1,1,043,10,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0762,A,1,2,043,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0763,A,1,1,043,8,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0764,A,1,3,043,1,2,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0766,A,1,1,043,7,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0768,A,1,1,043,8,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0769,A,1,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0770,A,1,1,043,8,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0772,A,1,1,043,10,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0779,A,1,1,043,8,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0780,A,1,1,043,10,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0781,A,1,1,043,8,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0782,A,1,1,043,9,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0783,A,1,1,043,10,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0791,A,1,1,043,8,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0792,A,1,1,043,8,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0793,A,1,1,043,5,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0794,A,1,2,043,4,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0802,A,1,1,043,5,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0803,A,3C,1,043,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0803,A,3E,1,043,9,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0808,A,1,1,043,6,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0864,A,1,2,043,1,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0865,A,3C,2,043,1,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0896,A,1,2,043,2,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0923,A,1,1,043,9,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_0934,A,1,1,043,6,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1016,A,1,2,043,4,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1029,A,1,2,043,3,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1030,A,1,2,043,3,2,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1058,A,1,2,043,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1066,A,1,1,043,8,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1070,A,1,1,043,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1071,A,1,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1076,A,3E,1,043,4,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1084,A,1,2,043,5,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1085,A,1,1,043,6,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1120,A,4,1,043,4,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1121,A,1,2,043,4,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1191,A,1,2,043,3,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1207,A,1,2,043,3,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1219,A,3C,1,043,7,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1220,A,3E,1,043,6,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1221,A,1,1,043,8,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1226,A,1,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1229,A,1,1,043,8,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1230,A,4,1,043,6,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1231,A,3C,1,043,7,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1231,A,3E,1,043,9,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1237,A,1,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1238,A,1,2,043,3,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1239,A,1,1,043,8,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1240,A,1,1,043,8,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1245,A,1,1,043,6,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1249,A,1,1,043,10,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1251,A,1,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1252,A,3C,1,043,5,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1252,A,3E,1,043,10,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1253,A,1,1,043,10,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1254,A,1,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1263,A,3C,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1263,A,3E,1,043,10,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1264,A,1,1,043,7,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1266,A,1,1,043,10,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1267,A,1,1,043,10,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1268,A,1,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1277,A,1,1,043,9,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1278,A,1,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1279,A,1,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1280,A,1,1,043,10,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1281,A,1,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1282,A,1,2,043,3,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1283,A,3C,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1283,A,3E,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1289,A,1,1,043,10,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1290,A,1,1,043,8,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1291,A,1,1,043,6,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1292,A,1,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1293,A,1,1,043,8,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1294,A,4C,1,043,9,2,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1299,A,1,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1300,A,1,1,043,10,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1301,A,4,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1302,A,1,1,043,10,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1338,A,4,1,043,4,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1339,A,1,1,043,7,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1352,A,3E,3,043,2,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1355,A,1,1,043,7,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1356,A,3C,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1393,A,1,1,043,5,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1442,A,1,1,043,6,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1444,A,1,1,043,7,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1445,A,1,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1461,A,1,1,043,9,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1462,A,3C,1,043,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1463,A,1,1,043,9,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1464,A,1,1,043,5,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
01_1466,A,1,1,043,7,4,4,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0339,A,4,1,043,9,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0340,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0374,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_0375,A,1,2,043,2,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0377,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_0379,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_0399,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0402,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0410,A,4,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0431,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0436,A,4,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0437,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0438,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0440,A,1,1,043,5,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0443,A,1,1,043,8,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0474,A,1,1,043,8,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0476,A,1,2,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0478,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0493,A,4,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0500,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0501,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,3,3,NA
05_0503,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0523,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0524,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0529,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,3,3,NA
05_0533,A,4,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0597,A,1,1,043,5,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0598,A,1,1,043,8,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0603,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0604,A,1,1,043,9,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0609,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0611,A,1,1,043,7,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0612,A,1,1,043,6,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0613,A,4,1,043,9,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0614,A,1,3,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_0616,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0621,A,1,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0624,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0625,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0626,A,1,1,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0627,A,1,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0628,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0634,A,1,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0640,A,3E,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0641,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0645,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0650,A,4,2,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0651,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0654,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0655,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0656,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0660,A,1,1,043,9,1,2,5,1,3,NA,NA,NA,NA,1,4,2,NA
05_0662,A,1,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0666,A,4,3,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0671,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0672,A,1,2,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0673,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0674,A,1,1,043,10,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0675,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0680,A,4,1,043,10,1,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0695,A,4,1,043,8,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0696,A,3E,2,043,4,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0698,A,4,3,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0699,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0701,A,1,2,043,3,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0703,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0713,A,4C,2,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0744,A,1,2,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0772,A,1,3,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0780,A,4,1,043,5,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0788,A,1,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0799,A,1,1,043,6,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0805,A,4,1,043,8,2,1,5,2,4,NA,NA,NA,NA,2,2,1,NA
05_0809,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0810,A,4,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0811,A,1,1,043,9,3,3,0,NA,NA,NA,NA,NA,NA,3,J,2,NA
05_0821,A,1,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0822,A,4,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0823,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0827,A,1,2,043,5,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0835,A,3E,3,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0836,A,1,1,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0839,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_0840,A,4,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0841,A,4,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0844,A,1,2,043,5,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_0851,A,4,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0854,A,1,1,043,5,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0855,A,1,2,043,2,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0856,A,1,2,043,4,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0859,A,1,1,043,6,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0860,A,1,2,043,1,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0861,A,4,2,043,1,2,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_0950,A,4,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0951,A,1,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0954,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0955,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0956,A,1,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0957,A,4,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0958,A,1,2,043,4,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0961,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0962,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0963,A,4,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
