"","idplot","n_trees_ifn2","ws_ifn2","wb27_ifn2","wb2_ifn2","wr_ifn2","n_trees_ifn3","ws_ifn3","wb7_ifn3","wb27_ifn3","wb2_ifn3","wr_ifn3","ntrees_d","ws_d","wb27_d","wb2_d","wr_d"
"11","01_0583",20,6714.441140625,1078.258353125,379.7975,2467.4936,16,7720.703163675,NA,1277.090278815,335.341,2477.5890425,-4,1006.26202305,198.83192569,-44.4565,10.0954425
"12","01_0586",27,1842.941390625,318.144178125,279.0028,1063.3140375,41,5862.283057125,NA,1098.099893825,446.5644,2253.0754675,14,4019.3416665,779.9557157,167.5616,1189.76143
"13","01_0587",1,1588.585635,229.995643,50.5276,580.24967,3,3394.688148,NA,515.4328134,113.2871,1149.3414075,2,1806.102513,285.4371704,62.7595,569.0917375
"14","01_0593",3,393.630249375,57.099663875,46.361,216.2349475,7,1203.298315875,NA,182.212204575,116.0903,578.1204,4,809.6680665,125.1125407,69.7293,361.8854525
"15","01_0595",22,2877.980673375,484.162743075,289.6272,1344.2890175,25,5024.822262075,NA,815.119275535,402.5758,2141.8929675,3,2146.8415887,330.95653246,112.9486,797.60395
"16","01_0596",31,7324.830943875,1246.775026975,477.0852,2688.12687,28,9049.302039825,NA,1540.712291485,489.8399,3061.9092075,-3,1724.47109595,293.93726451,12.7547,373.7823375
"17","01_0597",7,1506.483550125,232.814638225,100.4699,647.07071,16,4164.560467875,NA,658.404526175,251.5256,1692.75392,9,2658.07691775,425.58988795,151.0557,1045.68321
"18","01_0605",11,1114.832431125,216.072168025,104.3019,472.01297,52,6773.54222205,NA,1266.23739989,550.3506,2675.6855125,41,5658.709790925,1050.165231865,446.0487,2203.6725425
"19","01_0606",12,6360.9417945,982.9419881,299.9754,2300.587575,15,10475.296876575,NA,1669.729849635,411.1961,3388.8200775,3,4114.355082075,686.787861535,111.2207,1088.2325025
"20","01_0607",2,39.154404375,5.977482875,16.0224,39.5198375,4,133.067979,NA,23.2432732,34.0035,99.6713575,2,93.913574625,17.265790325,17.9811,60.15152
"21","01_0608",24,21478.5026235,3389.4107063,754.0411,6859.9674,12,15256.40255865,NA,2438.46515117,436.301,4519.2862,-12,-6222.10006485,-950.94555513,-317.7401,-2340.6812
"22","01_0609",35,11155.241822625,1784.199278725,559.811,4089.633405,41,16669.763618625,NA,2731.358720525,711.7259,5476.4870875,6,5514.521796,947.1594418,151.9149,1386.8536825
"23","01_0611",1,312.515690625,46.213478125,22.2306,136.9800575,2,734.826708,NA,121.5966014,38.8298,257.1658375,1,422.311017375,75.383123275,16.5992,120.18578
"24","01_0612",10,9673.708437,1298.8635946,362.4467,4131.55886,17,12561.04919025,NA,1851.38792345,431.7344,4702.1728325,7,2887.34075325,552.52432885,69.2877,570.6139725
"25","01_0618",33,1381.930435125,228.737641225,316.9582,1010.284275,44,3564.39980925,NA,660.87940865,438.2411,1775.52804,11,2182.469374125,432.141767425,121.2829,765.243765
"26","01_0623",25,4193.645198625,736.485019525,307.7743,1619.091045,26,5985.38052945,NA,1045.37283381,356.3882,2074.45953,1,1791.735330825,308.887814285,48.6139,455.368485
"27","01_0624",27,31965.468170625,4844.450432125,1082.5628,10870.3105225,29,44045.97099255,NA,7008.61754879,1205.2315,12962.4784575,2,12080.502821925,2164.167116665,122.6687,2092.167935
"28","01_0625",13,7614.942100875,1231.795197575,203.7883,2245.97373,21,8459.197574175,NA,1370.423414715,328.9517,2758.459275,8,844.255473299998,138.62821714,125.1634,512.485545
"29","01_0670",6,1334.372157,198.5850306,113.5178,626.94203,5,971.654193,NA,153.4615444,82.2254,432.9478725,-1,-362.717964,-45.1234862,-31.2924,-193.9941575
"30","01_0671",48,4316.33454525,799.03722745,481.7647,2045.020835,52,7217.0878275,NA,1373.4818895,541.0274,2732.85298,4,2900.75328225,574.44466205,59.2626999999999,687.832145
"31","01_0749",43,5342.86140435,929.19483423,500.4718,2414.82241,46,10027.761168375,NA,1876.203194075,544.4491,3260.5204775,3,4684.899764025,947.008359845,43.9773,845.6980675
"32","01_0750",9,1811.535913125,258.802478625,153.0798,873.5644775,24,4301.941602375,NA,686.491646275,318.8062,1841.426015,15,2490.40568925,427.68916765,165.7264,967.8615375
"33","01_0753",16,1024.588679625,120.819234325,214.7706,805.1532775,21,3103.5117195,NA,432.1387681,350.8224,1718.0731425,5,2078.923039875,311.319533775,136.0518,912.919865
"34","01_0756",20,3359.502248625,556.551534525,287.6521,1459.3368075,24,5151.37142025,NA,888.29668745,345.2171,1933.2988675,4,1791.869171625,331.745152925,57.565,473.96206
"35","01_0757",32,2426.561859375,442.334646875,308.9417,1233.5466,26,3469.1019885,NA,606.1695333,309.8157,1496.711645,-6,1042.540129125,163.834886425,0.873999999999967,263.165045
"36","01_0758",41,1824.130468125,384.466727625,314.9429,1056.0317625,53,3330.382543875,NA,644.366556975,471.6522,1770.549495,12,1506.25207575,259.89982935,156.7093,714.5177325
"37","01_0759",21,4973.575806,729.0185498,382.3764,2296.7448075,23,6557.653449,NA,1024.1367942,411.061,2630.155385,2,1584.077643,295.1182444,28.6846,333.4105775
"38","01_0760",25,5725.66081275,931.62784395,407.2329,2319.5268525,26,8703.149922,NA,1444.0228476,473.8731,3081.86879,1,2977.48910925,512.39500365,66.6402,762.3419375
"39","01_0761",27,975.239256375,221.025344475,185.7933,582.7854175,40,2792.60636625,NA,598.30485425,313.7105,1260.9071475,13,1817.367109875,377.279509775,127.9172,678.12173
"40","01_0763",22,3996.340878375,582.068617075,361.9549,2002.9581,27,6116.605111125,NA,953.148997025,446.4166,2634.0625025,5,2120.26423275,371.08037995,84.4617,631.1044025
"41","01_0766",17,2174.8852035,329.8169853,243.4852,1142.5517675,18,4044.606042375,NA,684.663908275,272.6799,1549.41501,1,1869.720838875,354.846922975,29.1947,406.8632425
"42","01_0768",16,2711.747979,483.8709782,195.9245,1027.72098,18,4840.539440625,NA,831.939818125,282.6668,1688.9283125,2,2128.791461625,348.068839925,86.7423,661.2073325
"43","01_0769",30,12280.89714075,1700.82205635,571.0285,5653.3981075,30,12756.289914,NA,1774.8370312,599.4466,5914.988365,0,475.39277325,74.01497485,28.4181,261.590257499999
"44","01_0770",33,6032.526375375,947.488764675,459.3624,2779.1803325,39,8484.2060265,NA,1369.1911937,568.2799,3596.034585,6,2451.679651125,421.702429025,108.9175,816.854252499999
"45","01_0772",47,3153.672885375,592.112152675,441.2883,1683.6780675,48,5135.815983375,NA,957.410111075,497.8991,2213.5795825,1,1982.143098,365.2979584,56.6108,529.901515
"46","01_0779",16,2652.86148525,380.09435445,204.9897,1329.7938225,21,3740.477684625,NA,583.352883325,268.8572,1691.0783175,5,1087.616199375,203.258528875,63.8675,361.284495
"47","01_0780",24,5506.71443775,942.96921395,357.5097,2028.088205,26,9565.574212125,NA,1693.974532825,421.1131,2848.4931475,2,4058.859774375,751.005318875,63.6034,820.4049425
"48","01_0781",36,20792.692400625,3027.257576125,932.5863,8355.8292675,20,9926.518746375,NA,1508.310381475,459.2778,3848.446745,-16,-10866.17365425,-1518.94719465,-473.3085,-4507.3825225
"49","01_0782",7,1170.588034125,153.817835425,119.1003,665.366845,15,2452.315120875,NA,358.698748575,229.9661,1228.9509375,8,1281.72708675,204.88091315,110.8658,563.5840925
"50","01_0783",13,682.206465375,118.196706675,122.093,428.4648225,26,2463.47923275,NA,411.26567495,285.1061,1219.28378,13,1781.272767375,293.068968275,163.0131,790.8189575
"51","01_0791",28,1647.488017125,337.191231825,206.3917,797.4005325,37,3691.6739882325,NA,698.3575192985,327.70465,1629.761705,9,2044.1859711075,361.1662874735,121.31295,832.3611725
"52","01_0792",19,1596.230325,281.83263,203.7998,821.1871525,26,3905.918602875,NA,694.951634175,320.0771,1587.6542825,7,2309.688277875,413.119004175,116.2773,766.46713
"53","01_0793",10,4997.298585375,705.963552675,231.7239,2109.9481975,11,10331.950926375,NA,1586.095375475,320.9784,3411.54242,1,5334.652341,880.1318228,89.2545,1301.5942225
"54","01_0802",7,1583.157879,248.8897732,121.5211,673.5904175,9,2264.704797375,NA,363.111632275,156.3588,913.8611625,2,681.546918375,114.221859075,34.8377,240.270745
"55","01_0803",7,442.5107535,71.9258053,71.5621,265.2818025,53,6590.680878375,NA,1278.799617075,519.0206,2605.3456,46,6148.170124875,1206.873811775,447.4585,2340.0637975
"56","01_0808",4,69.198114375,11.633210875,30.5202,71.9543825,7,536.50226925,NA,95.98107165,70.7121,274.9135675,3,467.304154875,84.347860775,40.1919,202.959185
"57","01_0923",37,2845.76619375,586.02992375,295.9177,1247.1834375,31,2875.951072125,NA,567.849025825,283.3502,1219.25947,-6,30.1848783750002,-18.1808979250001,-12.5675,-27.9239674999999
"58","01_1066",24,6608.45990475,1017.13325255,423.1509,2668.78898,31,10177.2691785,NA,1680.5011103,518.2145,3504.0616325,7,3568.80927375,663.36785775,95.0636000000001,835.2726525
"59","01_1070",1,854.379421875,136.858834375,31.051,267.4904375,3,1086.6365685,NA,168.1848373,62.7077,426.315175,2,232.257146625,31.326002925,31.6567,158.8247375
"60","01_1071",24,9345.02519925,1379.80095065,503.6935,3770.7098,37,16896.3391215,NA,2616.5070997,803.2063,6147.4809825,13,7551.31392225,1236.70614905,299.5128,2376.7711825
"61","01_1085",26,778.884323625,134.039859525,217.7555,635.1827625,35,1930.131442125,NA,361.637951825,307.4111,1111.61908,9,1151.2471185,227.5980923,89.6556,476.4363175
"62","01_1120",10,315.2492415,66.9981957,73.95,220.3311825,20,1282.691383875,NA,246.909053975,181.6861,674.0165575,10,967.442142375,179.910858275,107.7361,453.685375
"63","01_1219",22,6203.2531635,1001.6891783,388.178,2363.61983,23,8336.098738125,NA,1347.863593625,451.5701,2972.0387125,1,2132.845574625,346.174415325,63.3921,608.4188825
"64","01_1221",45,3417.18850125,634.41028225,417.6707,1683.46035,48,5259.389956875,NA,930.319172375,528.0117,2392.127595,3,1842.201455625,295.908890125,110.341,708.667245
"65","01_1226",8,2968.082082,393.9899656,152.7375,1420.592745,13,3731.1689565,NA,519.0007277,216.1138,1747.031715,5,763.086874499999,125.0107621,63.3763,326.43897
"66","01_1229",34,4234.59456525,710.33277845,290.3329,1728.2833425,40,5818.385075625,NA,1022.395331125,373.6976,2260.0266975,6,1583.790510375,312.062552675,83.3647,531.743355
"67","01_1230",6,169.17987375,38.91551775,40.2368,114.8486625,24,1765.826069625,NA,345.936801325,214.9276,853.9817,18,1596.646195875,307.021283575,174.6908,739.1330375
"68","01_1231",23,1243.12740525,187.30465545,222.3871,840.540415,62,5263.874393625,NA,852.749840525,689.2478,2890.173,39,4020.746988375,665.445185075,466.8607,2049.632585
"69","01_1237",28,25460.2758195,3752.2121181,1008.2291,9418.5595075,28,27527.093418375,NA,4149.471934075,1014.2439,9641.6716825,0,2066.817598875,397.259815975,6.01479999999992,223.112174999998
"70","01_1239",18,13585.2250005,2304.8632329,447.7489,3755.37162,19,15416.141077125,NA,2601.996099825,496.9904,4252.8925725,1,1830.916076625,297.132866925,49.2415,497.5209525
"71","01_1240",9,2440.509829875,391.107545775,127.7844,945.9307,12,3519.308046375,NA,558.715256475,190.072,1354.7416025,3,1078.7982165,167.6077107,62.2876,408.8109025
"72","01_1245",28,2798.00201925,569.34887665,243.2125,1091.684165,28,3888.482954625,NA,739.644964325,297.3212,1460.629885,0,1090.480935375,170.296087675,54.1087,368.94572
"73","01_1249",26,6594.30052425,1122.61112565,409.0702,2383.621955,24,7466.07184425,NA,1238.92631165,430.628,2670.32194,-2,871.771320000001,116.315186,21.5578,286.699985
"74","01_1251",53,15166.424563875,2634.329362975,838.0368,5105.2859,54,18520.085143125,NA,3171.624242625,934.5382,6059.8663125,1,3353.66057925,537.29487965,96.5014,954.5804125
"75","01_1252",2,455.070367125,48.331171825,45.1885,297.2673275,26,5155.000723125,NA,769.443641625,431.9604,2423.06922,24,4699.930356,721.1124698,386.7719,2125.8018925
"76","01_1253",32,5340.202147125,853.833330825,456.6191,2373.777835,28,6650.817105375,NA,1059.282813675,478.7459,2756.20345,-4,1310.61495825,205.44948285,22.1268,382.425615
"77","01_1254",38,7605.417852,1292.3582316,510.3723,2833.647245,34,8447.443034625,NA,1392.085873325,534.5792,3177.8550375,-4,842.025182625001,99.727641725,24.2069,344.2077925
"78","01_1263",11,1694.603280375,278.344903675,142.3769,720.4786875,45,7549.604307,NA,1273.4468806,583.98755,3041.09234,34,5855.001026625,995.101976925,441.61065,2320.6136525
"79","01_1264",20,2745.369248625,456.636409525,210.1994,1113.922095,28,4607.33336325,NA,771.22025685,324.9619,1857.2543275,8,1861.964114625,314.583847325,114.7625,743.3322325
"80","01_1266",22,4305.602943,734.2036644,311.5297,1680.4448375,25,7105.7661075,NA,1216.9148435,405.5022,2462.496465,3,2800.1631645,482.7111791,93.9725,782.0516275
"81","01_1267",29,6331.115725875,1167.542877575,370.4939,2097.5443775,33,9676.881055125,NA,1754.376552225,479.6028,2962.3304425,4,3345.76532925,586.83367465,109.1089,864.786065
"82","01_1268",38,8731.53673875,1514.30107475,546.9197,3153.5071425,41,11741.05844325,NA,2001.91729585,656.8384,4051.598265,3,3009.5217045,487.6162211,109.9187,898.0911225
"83","01_1277",2,15.531359625,4.074778325,11.259,20.2548775,7,92.242359,NA,19.9961172,45.8033,97.7780375,5,76.710999375,15.921338875,34.5443,77.52316
"84","01_1278",40,13188.234049875,2349.458811775,621.6805,4044.652755,40,15548.227435125,NA,2738.491706225,679.2774,4639.4952175,0,2359.99338525,389.03289445,57.5969,594.8424625
"85","01_1279",30,18941.028683625,3398.739727525,569.1818,4589.2857725,29,18385.938712125,NA,3198.518177825,605.1979,4834.19365,-1,-555.089971500001,-200.2215497,36.0160999999999,244.907877500001
"86","01_1280",49,8684.523396,1477.7382768,631.1225,3411.85273,49,12085.1306325,NA,2065.4036785,707.4722,4281.17547,0,3400.6072365,587.6654017,76.3497,869.322740000001
"87","01_1281",25,10614.779955,1763.488939,473.9058,3416.87775,28,13714.60159125,NA,2289.47355425,566.7758,4315.393225,3,3099.82163625,525.98461525,92.87,898.515475
"88","01_1283",15,2395.703503125,378.871640625,223.0377,1109.8305075,59,10788.453041625,NA,1759.402298925,868.2724,4603.19431,44,8392.7495385,1380.5306583,645.2347,3493.3638025
"89","01_1289",25,1590.568941375,304.459542475,220.8173,822.98073,35,3155.079283875,NA,568.167863975,363.2033,1516.2701125,10,1564.5103425,263.7083215,142.386,693.2893825
"90","01_1290",10,3978.09577125,617.20520325,215.4254,1508.9620975,9,3395.519008875,NA,533.263163975,187.6901,1286.58244,-1,-582.576762374999,-83.942039275,-27.7353,-222.3796575
"91","01_1291",12,5879.504293875,994.496336975,228.5106,1703.01703,9,4940.12245725,NA,803.41803205,197.9373,1559.2430425,-3,-939.381836625,-191.078304925,-30.5733,-143.7739875
"92","01_1292",18,7649.0490915,1322.6283357,335.0755,2314.2251275,21,9944.650971,NA,1721.8870868,404.8287,2903.6396675,3,2295.6018795,399.2587511,69.7532,589.41454
"93","01_1293",19,1654.167105,277.510299,192.6553,804.515855,28,3552.59889,NA,600.975302,312.706,1532.97573,9,1898.431785,323.465003,120.0507,728.459875
"94","01_1299",21,13089.219784875,2214.837644775,453.463,3630.69707,21,13656.648922875,NA,2267.580415175,484.3062,3948.539595,0,567.429137999998,52.7427703999997,30.8432,317.842525
"95","01_1300",23,17093.120365125,2925.354440225,541.1935,4556.9427475,24,20747.154621375,NA,3578.584306475,593.1272,5227.68532,1,3654.03425625,653.22986625,51.9337,670.7425725
"96","01_1301",35,14822.4412125,2596.9528575,592.4698,4285.5830875,24,13397.75894475,NA,2298.84804955,497.6016,3817.6577725,-11,-1424.68226775,-298.10480795,-94.8681999999999,-467.925315
"97","01_1302",17,501.83572725,83.94427805,149.3613,422.6819025,18,1386.920663775,NA,239.577948395,196.6452,771.77529,1,885.084936525,155.633670345,47.2839,349.0933875
"98","01_1338",15,586.30602825,117.91929885,121.4526,378.75266,14,738.812784825,NA,165.556052485,100.6328,366.0031375,-1,152.506756575,47.636753635,-20.8198,-12.7495225
"99","01_1339",29,9238.20651225,1576.40066605,498.9288,3126.95526,24,13141.970064225,NA,2308.517244005,477.2295,3582.971535,-5,3903.763551975,732.116577955,-21.6993,456.016275
"100","01_1355",10,626.49676575,97.48027635,112.8354,407.020185,17,1346.4250587,NA,236.49045846,180.9395,716.60875,7,719.92829295,139.01018211,68.1041,309.588565
"101","01_1356",27,6417.6106365,1063.8410367,413.8134,2428.4192075,22,8070.33340665,NA,1382.09235957,371.7266,2507.241165,-5,1652.72277015,318.25132287,-42.0868,78.8219575000003
"102","01_1393",16,1490.168831625,230.942830925,200.6784,864.391385,17,2116.32965775,NA,355.81661495,214.5758,1003.9204175,1,626.160826125,124.873784025,13.8974,139.5290325
"103","01_1442",13,13401.133120125,2126.560804225,436.8201,4149.98298,14,17901.790367625,NA,2894.046489725,502.3894,5141.83098,1,4500.6572475,767.4856855,65.5693,991.848
"104","01_1444",10,3353.21426925,567.82844665,171.1062,1103.049805,12,6093.070923825,NA,1030.206298685,244.7305,1823.0258475,2,2739.856654575,462.377852035,73.6243,719.9760425
"105","01_1445",21,7131.12793425,1184.75914365,363.038,2411.629935,22,9859.1001039,NA,1683.83319862,402.9856,2948.141625,1,2727.97216965,499.07405497,39.9476,536.51169
"106","01_1461",36,7309.118124,1271.2333442,501.9535,2762.7882425,37,10101.028096575,NA,1810.658805635,530.1398,3250.9709375,1,2791.909972575,539.425461435,28.1863,488.182695
"107","01_1462",10,2325.925348875,360.365470975,170.7617,991.0017975,13,3271.5951714,NA,489.25246012,239.0848,1442.684815,3,945.669822525,128.886989145,68.3231,451.6830175
"108","01_1463",38,1695.040749,280.5495842,368.5816,1204.11291,34,2416.886458875,NA,404.443273975,368.5161,1392.06639,-4,721.845709875,123.893689775,-0.0655000000000427,187.95348
"109","01_1464",14,700.228972125,132.366495825,123.3613,412.235395,20,2080.6355979,NA,374.22650882,216.4305,938.5522575,6,1380.406625775,241.860012995,93.0692,526.3168625
"110","01_1466",45,5096.122320375,989.426345675,407.7239,1980.6969325,34,5904.67974705,NA,1117.93068989,360.3998,2025.509915,-11,808.557426675,128.504344215,-47.3241,44.8129824999999
"111","05_0339",2,24.9538968,2.86227344,15.654,33.77374,1,5.20088175,NA,0.95307415,5.9837,9.4984175,-1,-19.75301505,-1.90919929,-9.6703,-24.2753225
"112","05_0379",1,459.504039375,37.705225875,40.1706,335.6785575,1,610.309904625,NA,58.833279325,43.3176,393.3933575,0,150.80586525,21.12805345,3.147,57.7148
"113","05_0399",9,289.097139375,45.527920875,84.4564,242.438625,7,292.8564855,NA,46.7493009,67.7196,214.9250675,-2,3.75934612500009,1.221380025,-16.7368,-27.5135575
"114","05_0410",11,6721.3399905,566.8107999,480.0816,4775.3244825,13,7731.73142505,NA,681.54394229,554.6856,5341.379615,2,1010.39143455,114.73314239,74.604,566.0551325
"115","05_0431",2,2375.184564,-32.8636287999999,169.8518,2903.01583,3,3690.11661885,NA,208.07656333,189.6245,3114.0041075,1,1314.93205485,240.94019213,19.7727,210.988277500001
"116","05_0436",6,1206.74883375,153.81603075,113.1884,684.262865,9,2629.038507975,NA,450.575482755,146.2217,886.543515,3,1422.289674225,296.759452005,33.0333,202.28065
"117","05_0437",11,2516.21676225,351.51612105,223.3496,1262.7797325,9,2541.852280125,NA,353.506132225,203.0746,1229.30808,-2,25.635517875,1.99001117499995,-20.275,-33.4716525000001
"118","05_0438",10,2984.546255625,415.591395125,231.8257,1433.9485875,11,3762.41254875,NA,533.39995275,266.0177,1717.9973525,1,777.866293125,117.808557625,34.192,284.048765
"119","05_0440",10,845.17900875,137.16608575,120.0754,477.943895,11,2101.660315875,NA,344.129794575,163.5259,854.051055,1,1256.481307125,206.963708825,43.4505,376.10716
"120","05_0443",3,91.72616625,8.67259425,34.4085,100.5121975,3,228.170898,NA,32.2562034,39.9692,153.4979875,0,136.44473175,23.58360915,5.5607,52.98579
"121","05_0474",3,174.266796375,30.442036475,30.9972,108.2599375,3,344.791472625,NA,59.778748725,37.2703,163.818655,0,170.52467625,29.33671225,6.2731,55.5587175
"122","05_0500",1,1968.311664,233.3727712,69.4594,980.38512,1,1894.60944,NA,207.161312,72.0596,1038.04272,0,-73.7022239999994,-26.2114591999999,2.6002,57.6576000000003
"123","05_0501",7,483.50961225,63.37003105,93.1959,352.9236425,10,1054.493766,NA,149.8310128,145.4568,622.006385,3,570.98415375,86.46098175,52.2609,269.0827425
"124","05_0503",2,214.980969375,23.799779875,35.3963,157.0486775,3,452.62104525,NA,52.66010745,59.4578,297.213345,1,237.640075875,28.860327575,24.0615,140.1646675
"125","05_0523",15,338.687955,85.941204,91.597,242.9494925,33,1305.629173125,NA,298.669501625,231.9791,749.937045,18,966.941218125,212.728297625,140.3821,506.9875525
"126","05_0524",3,224.341930125,33.619617225,37.5486,144.6062475,5,486.594142875,NA,72.866506175,66.7198,282.0800125,2,262.25221275,39.24688895,29.1712,137.473765
"127","05_0597",2,181.654173,21.4720584,31.8941,132.0680075,3,502.044462,NA,62.9379996,57.2168,299.66508,1,320.390289,41.4659412,25.3227,167.5970725
"128","05_0598",14,1379.697417,184.1061086,202.4042,878.830095,19,2296.476196875,NA,332.042049375,276.0866,1271.1116275,5,916.778779875,147.935940775,73.6824,392.2815325
"129","05_0603",1,20.002028625,2.107158525,9.7164,24.3532575,2,201.10304475,NA,23.40469955,32.8819,143.4879875,1,181.101016125,21.297541025,23.1655,119.13473
"130","05_0604",1,64.5094125,6.8948425,14.6185,54.37575,4,346.171869,NA,46.2988402,54.4919,224.78313,3,281.6624565,39.4039977,39.8734,170.40738
"131","05_0609",12,171.566033625,37.446357525,78.9148,172.8022725,14,187.995200625,NA,21.268181125,114.6092,246.50626,2,16.429167,-16.1781764,35.6944,73.7039875
"132","05_0611",3,431.345728125,74.543060625,39.5702,188.112925,4,732.712314375,NA,132.879400875,49.8385,264.9393175,1,301.36658625,58.33634025,10.2683,76.8263925
"133","05_0612",8,3339.306786375,504.598928475,179.072,1283.2230125,5,1311.640329375,NA,208.287297875,90.4481,521.2761125,-3,-2027.666457,-296.3116306,-88.6239,-761.9469
"134","05_0616",4,613.453192875,55.028771175,76.0119,456.20575,4,907.7534325,NA,87.2936935,91.7329,616.8237075,0,294.300239625,32.264922325,15.721,160.6179575
"135","05_0621",26,2252.875690125,341.809910225,320.3215,1306.51378,29,3600.38622825,NA,576.28004385,384.0612,1762.7749425,3,1347.510538125,234.470133625,63.7397,456.2611625
"136","05_0624",15,2633.099772375,412.109317275,240.9479,1225.6433475,16,3374.358564375,NA,521.777415875,281.0258,1515.91011,1,741.258792,109.6680986,40.0779,290.2667625
"137","05_0625",7,290.757360375,43.408837675,74.0525,232.3918025,13,562.366423125,NA,93.701636625,121.2957,402.2650775,6,271.60906275,50.29279895,47.2432,169.873275
"138","05_0626",8,1267.930920375,205.657675675,112.2408,564.3069575,16,2667.624363,NA,453.2706554,198.9864,1053.137085,8,1399.693442625,247.612979725,86.7456,488.8301275
"139","05_0627",30,5795.887332375,888.838610275,480.9407,2621.2186,38,8857.9494135,NA,1342.0883133,657.2478,3853.3834625,8,3062.062081125,453.249703025,176.3071,1232.1648625
"140","05_0628",31,1512.008398125,276.398356625,282.7775,953.10787,41,2544.9043815,NA,463.3883077,392.9282,1434.6943325,10,1032.895983375,186.989951075,110.1507,481.5864625
"141","05_0634",1,49.841082,8.3554906,10.3141,34.1344575,2,81.056140425,NA,9.872073965,22.8111,72.089875,1,31.215058425,1.516583365,12.497,37.9554175
"142","05_0640",11,373.18243275,59.44806995,99.2336,298.0566875,14,792.584181,NA,111.6313198,154.1994,558.757485,3,419.40174825,52.18324985,54.9658,260.7007975
"143","05_0641",6,713.873138625,104.311826525,83.0914,387.4366925,6,802.004160375,NA,91.356637675,108.1634,505.5418225,0,88.1310217499999,-12.95518885,25.072,118.10513
"144","05_0645",3,528.145342875,70.470026175,48.129,274.5639325,4,545.438641725,NA,65.606418505,64.3178,339.1970725,1,17.2932988499998,-4.86360766999999,16.1888,64.6331399999999
"145","05_0654",4,56.813436,8.9799688,29.9714,65.1365,4,116.9611731,NA,15.86055298,38.9257,109.6341675,0,60.1477371,6.88058418,8.9543,44.4976675
"146","05_0655",28,3121.752389625,535.968567325,333.1906,1475.754995,37,5533.68069675,NA,927.96078615,501.0349,2424.21465,9,2411.928307125,391.992218825,167.8443,948.459655
"147","05_0656",13,1031.4726525,164.9995895,150.412,590.6017975,12,1850.351898375,NA,294.889653075,175.8645,866.49134,-1,818.879245875,129.890063575,25.4525,275.8895425
"148","05_0662",1,447.512688,61.5280704,28.6044,204.32412,4,1684.719967275,NA,245.282273695,97.1684,696.8450775,3,1237.207279275,183.754203295,68.564,492.5209575
"149","05_0671",1,194.52069,26.079062,20.0654,106.57647,2,319.9080915,NA,46.9167357,33.9835,166.5510275,1,125.3874015,20.8376737,13.9181,59.9745575
"150","05_0674",1,10.377882,2.2538356,6.4387,12.63548,1,15.0213852,NA,2.55169716,7.6971,17.1460575,0,4.6435032,0.29786156,1.2584,4.5105775
"151","05_0675",2,33.093756,4.3337048,16.1531,38.74156,8,230.1560118,NA,36.33848044,71.1785,202.27922,6,197.0622558,32.00477564,55.0254,163.53766
"152","05_0695",1,8.157783375,1.235701075,6.9286,12.7702575,27,1108.501758675,NA,236.714214815,199.576,646.399325,26,1100.3439753,235.47851374,192.6474,633.6290675
"153","05_0699",17,3865.80143475,620.80862155,286.3631,1590.3033575,19,5224.877307,NA,804.2962756,367.2202,2182.3619675,2,1359.07587225,183.48765405,80.8570999999999,592.05861
"154","05_0703",13,520.994334375,109.247756875,83.014,283.1231975,21,786.324467925,NA,161.273013465,143.4689,477.62143,8,265.33013355,52.02525659,60.4549,194.4982325
