"","idplot","n_trees_ifn2","ws_ifn2","wb27_ifn2","wb2_ifn2","wr_ifn2","n_trees_ifn3","ws_ifn3","wb7_ifn3","wb27_ifn3","wb2_ifn3","wr_ifn3","ntrees_d","ws_d","wb27_d","wb2_d","wr_d"
"513","10_0820",3,1380.209596875,206.229309375,74.0554,541.0551575,8,2132.859864375,NA,320.922355875,141.9106,871.13741,5,752.6502675,114.6930465,67.8552,330.0822525
"514","10_0821",6,1119.089732625,169.959256725,97.0484,513.782555,6,1962.557429625,NA,301.449049325,127.6953,798.43192,0,843.467697,131.4897926,30.6469,284.649365
"515","10_0822",6,1306.970125875,221.664102575,93.3179,505.791,14,2639.150209125,NA,444.553565425,201.4788,1052.5854625,8,1332.18008325,222.88946285,108.1609,546.7944625
"516","10_0824",5,519.04515375,78.25360675,68.2644,302.507205,13,2033.45602425,NA,323.00779565,192.1154,950.38372,8,1514.4108705,244.7541889,123.851,647.876515
"517","10_0826",11,956.13715575,141.64403835,129.2859,583.532235,14,1359.306498375,NA,200.112888075,175.9083,797.1552875,3,403.169342625,58.468849725,46.6224,213.6230525
"518","10_0827",7,275.14000125,49.19596725,59.2824,184.3309325,13,595.184497875,NA,98.746470175,120.2819,392.562885,6,320.044496625,49.550502925,60.9995,208.2319525
"519","10_0828",31,1744.535581875,411.800772375,193.5482,793.3464825,42,3010.805596125,NA,642.235555025,323.9599,1341.838355,11,1266.27001425,230.43478265,130.4117,548.4918725
"520","10_0829",9,5369.18844825,948.30110985,177.2059,1390.3292975,13,9971.77193775,NA,1793.53453395,255.0613,2223.416195,4,4602.5834895,845.2334241,77.8554,833.0868975
"521","10_0833",8,2071.01934,327.425622,138.4884,824.219825,12,2906.274639375,NA,428.798095875,217.1803,1266.6779125,4,835.255299375,101.372473875,78.6919,442.4580875
"522","10_0835",2,404.60892075,60.38821535,36.3712,194.380615,7,2320.825017375,NA,353.893688275,151.0035,953.0102725,5,1916.216096625,293.505472925,114.6323,758.6296575
"523","10_0836",4,1894.88838375,279.50890575,106.0333,761.3151975,4,2297.233357875,NA,333.881033175,118.3319,915.4656225,0,402.344974125,54.372127425,12.2986,154.150425
"524","10_0839",8,906.258391875,152.569980375,99.1689,441.8331775,10,1278.959083875,NA,203.737728975,136.5059,634.537475,2,372.700692,51.1677486,37.337,192.7042975
"525","10_0840",8,180.093621375,25.413081475,70.4325,185.2711575,20,526.224546,NA,73.7475818,185.5078,507.8877375,12,346.130924625,48.334500325,115.0753,322.61658
"526","10_0841",8,179.335024875,48.493066775,45.0622,122.327205,18,1561.732878375,NA,283.419262075,190.5603,777.7723525,10,1382.3978535,234.9261953,145.4981,655.4451475
"527","10_0845",9,3041.704962,510.3131446,163.5021,1054.4287325,12,3356.833458375,NA,515.284766075,220.9221,1346.0271825,3,315.128496375,4.97162147499995,57.42,291.59845
"528","10_0846",32,2441.89675125,511.28529225,263.4008,1094.27747,38,4502.2610925,NA,905.4270215,347.387,1676.5609575,6,2060.36434125,394.14172925,83.9862,582.2834875
"529","10_0848",1,18.605646,3.9621268,7.1182,16.98983,1,23.692014,NA,4.1661012,8.3754,21.63447,0,5.086368,0.203974399999999,1.2572,4.64464
"530","10_0851",4,5158.80156825,761.79986585,173.5131,1838.5470675,6,4818.457242,NA,618.1267936,230.128,2239.946995,2,-340.34432625,-143.67307225,56.6149,401.3999275
"531","10_0853",1,6.873467625,2.307244725,4.8672,8.3687175,4,62.6474385,NA,13.3505533,27.1178,62.45239,3,55.773970875,11.043308575,22.2506,54.0836725
"532","10_0855",3,61.25989725,9.61629405,24.1753,63.7297375,4,114.838336125,NA,12.593527025,42.2002,122.837715,1,53.578438875,2.97723297500001,18.0249,59.1079775
"533","10_0856",9,1011.31751475,162.22278555,117.547,518.1680075,18,2367.180183375,NA,399.559901075,219.6675,1060.9917175,9,1355.862668625,237.337115525,102.1205,542.82371
"534","10_0857",4,5076.509508,750.8830214,167.5154,1786.1318475,4,5910.487864875,NA,870.122563775,184.2691,2080.2313675,0,833.978356875,119.239542375,16.7537,294.09952
"535","10_0858",22,2978.5355235,543.9689963,257.2536,1228.113315,10,6350.235306975,NA,1004.118161955,242.3532,2127.4656975,-12,3371.699783475,460.149165655,-14.9004,899.3523825
"536","10_0862",3,1767.097107,209.9317806,112.2373,938.67631,3,2248.655515875,NA,278.266679575,122.5274,1114.6810675,0,481.558408874999,68.334898975,10.2901,176.0047575
"537","10_0868",1,8.621971875,3.163624375,4.512,8.5889375,6,99.918010125,NA,27.883676225,32.937,77.838475,5,91.29603825,24.72005185,28.425,69.2495375
"538","10_0891",7,658.913781375,90.311784475,98.3325,416.868595,4,692.62633575,NA,98.00448735,71.2018,371.5072075,-3,33.712554375,7.69270287500001,-27.1307,-45.3613875
"539","10_0892",1,24.823024875,3.568791775,9.3612,24.7279175,2,86.921906625,NA,16.218625925,18.1607,57.984355,1,62.09888175,12.64983415,8.7995,33.2564375
"540","10_0898",23,1571.2999965,293.0637247,216.1875,826.9622075,21,3103.860056625,NA,529.393330925,278.1488,1363.3959625,-2,1532.560060125,236.329606225,61.9613,536.433755
"541","10_0899",17,923.06519325,194.32439085,135.6125,484.7660675,24,1230.43902075,NA,261.40944535,188.8136,658.84104,7,307.3738275,67.0850545,53.2011,174.0749725
"542","10_0900",22,1556.51271525,279.25983345,222.7907,855.165025,29,2507.141302875,NA,459.046344175,291.5763,1207.9285075,7,950.628587625,179.786510725,68.7856,352.7634825
"543","10_0902",3,23.78016675,8.20792715,14.2933,26.0363675,13,299.29881375,NA,70.95998475,85.0065,221.73008,10,275.518647,62.7520576,70.7132,195.6937125
"544","10_0904",9,1649.594352375,228.223076275,165.572,865.525375,12,2780.14178925,NA,417.67694765,217.6704,1248.2273375,3,1130.547436875,189.453871375,52.0984,382.7019625
"545","10_0905",3,459.83639025,45.96478845,64.744,333.373755,19,2372.9184315,NA,353.7233627,224.4096,1207.574225,16,1913.08204125,307.75857425,159.6656,874.20047
"546","10_0906",4,1122.48498375,153.04362575,89.3923,560.5517775,7,3093.198924375,NA,478.285583875,164.8238,1171.03987,3,1970.713940625,325.241958125,75.4315,610.4880925
"547","10_0910",4,941.3856315,107.0583327,96.6281,580.14957,2,406.451991825,NA,40.716673085,49.4528,283.1432175,-2,-534.933639675,-66.341659615,-47.1753,-297.0063525
"548","10_0912",2,549.5176215,59.4715547,51.1173,344.54563,3,275.524911,NA,-17.8039012,76.8919,460.4045875,1,-273.9927105,-77.2754559,25.7746,115.8589575
"549","10_0919",3,96.4234485,12.3843813,30.2837,89.844755,1,107.656438275,NA,12.850465495,17.0038,74.6635175,-2,11.232989775,0.466084194999999,-13.2799,-15.1812375
"550","10_0946",5,408.459551625,57.746361925,67.3364,267.8143325,5,561.31710525,NA,75.32441045,79.2878,350.3281925,0,152.857553625,17.578048525,11.9514,82.51386
"551","10_0948",5,152.122838625,19.975711525,51.2551,146.615755,9,300.162038625,NA,32.349966525,101.5782,305.3518325,4,148.0392,12.374255,50.3231,158.7360775
"552","10_0949",2,240.301134,21.6235772,40.3293,193.30168,4,852.09811875,NA,89.59536375,95.8548,567.599175,2,611.79698475,67.97178655,55.5255,374.297495
"553","10_0954",3,1574.762553,164.7750074,115.2316,958.66771,3,1990.433469375,NA,231.545259875,121.0826,1073.0022875,0,415.670916375,66.770252475,5.85100000000001,114.3345775
"554","10_0959",1,396.016115625,39.775283125,34.158,255.2639375,1,421.727976,NA,42.0619408,35.3703,271.83728,0,25.711860375,2.286657675,1.2123,16.5733425
"555","10_0960",5,1329.7351005,148.4598229,119.0941,804.511565,6,1650.396470625,NA,170.984987125,154.0383,1053.00624,1,320.661370125,22.525164225,34.9442,248.494675
"556","10_0983",10,1438.6329135,216.1229383,151.5334,737.125675,13,2277.747097875,NA,346.646250175,208.5906,1061.953035,3,839.114184375,130.523311875,57.0572,324.82736
"557","10_0990",14,334.156505625,61.131835125,107.2898,291.7196425,21,633.948674625,NA,107.188295325,181.1218,522.7404325,7,299.792169,46.0564602,73.832,231.02079
"558","10_0991",2,215.166475125,32.452633225,27.5079,119.986295,5,398.992951125,NA,64.986829025,57.2948,229.0513225,3,183.826476,32.5341958,29.7869,109.0650275
"559","10_0996",4,1051.124419125,121.064523425,100.2301,634.8981925,5,2777.61681,NA,387.712328,152.1038,1202.336135,1,1726.492390875,266.647804575,51.8737,567.4379425
"560","10_0997",4,246.847568625,32.196775525,50.3571,186.79089,5,379.333582875,NA,51.190923175,63.9529,259.056655,1,132.48601425,18.99414765,13.5958,72.265765
"561","10_0999",2,57.594772125,9.264740825,18.0998,51.1900675,9,292.36176,NA,58.091803,70.6692,207.9924275,7,234.766987875,48.827062175,52.5694,156.80236
"562","10_1001",19,700.272102375,184.691161275,99.7885,355.9166325,37,2072.514706875,NA,479.885402375,244.5381,944.012355,18,1372.2426045,295.1942411,144.7496,588.0957225
"563","10_1002",11,1144.098948375,201.966748075,119.2983,516.4427125,20,2739.223742625,NA,454.065759725,258.6967,1224.2734075,9,1595.12479425,252.09901165,139.3984,707.830695
"564","10_1003",6,570.171301875,62.010818375,98.8133,429.1690975,6,1001.817865125,NA,136.279555225,107.988,554.275865,0,431.64656325,74.26873685,9.17469999999999,125.1067675
"565","10_1005",5,3878.51343975,546.92465555,181.1252,1586.56498,6,4871.62444275,NA,645.16025295,238.3438,2183.9675,1,993.111003,98.2355974000001,57.2186,597.40252
"566","10_1007",26,6149.75866875,1046.15847375,389.1015,2242.641115,26,7162.5182085,NA,1192.5888593,429.7678,2542.71017,0,1012.75953975,146.43038555,40.6663,300.069055
"567","10_1008",22,3015.9684045,543.5205911,257.4072,1253.8558175,23,4554.80946225,NA,800.86953105,313.4188,1698.0181075,1,1538.84105775,257.34893995,56.0116,444.16229
"568","10_1011",9,2625.9226965,432.8618947,154.8173,961.8634025,10,3496.171473,NA,555.5329534,199.924,1326.851955,1,870.248776500001,122.6710587,45.1067,364.9885525
"569","10_1016",24,4913.85659175,819.05755715,364.938,1985.87961,25,5805.454222125,NA,926.548065825,427.2941,2398.130735,1,891.597630375,107.490508675,62.3561,412.251125
"570","10_1017",32,2016.729284625,403.388513325,266.4494,1003.7523925,38,2975.56710525,NA,490.97102545,418.9118,1595.83281,6,958.837820625,87.5825121249999,152.4624,592.0804175
"571","10_1018",39,1742.876404875,409.158600775,260.1262,898.85939,32,1840.530142125,NA,365.843841825,281.5687,1001.644215,-7,97.6537372499999,-43.31475895,21.4425000000001,102.784825
"572","10_1019",21,809.990434125,205.943285425,122.4103,423.85343,28,153.390580875,NA,-40.284433425,260.4653,528.1258125,7,-656.59985325,-246.22771885,138.055,104.2723825
"573","10_1023",22,1017.47607075,196.04425535,189.8239,628.03598,28,1668.505498875,NA,295.692955975,276.5722,984.612915,6,651.029428125,99.648700625,86.7483,356.576935
"574","10_1032",6,851.36483925,113.75202765,99.6695,498.7621925,10,1675.9262835,NA,225.0711543,175.2555,934.82389,4,824.56144425,111.31912665,75.586,436.0616975
"575","10_1033",3,29.189620125,7.769669225,17.12,33.1055725,8,100.86064425,NA,25.85657665,47.4986,100.3742025,5,71.671024125,18.086907425,30.3786,67.26863
"576","10_1038",2,1693.824847875,234.196785175,77.4667,708.8828175,4,3241.251207,NA,448.9718906,151.0251,1357.136495,2,1547.426359125,214.775105425,73.5584,648.2536775
"577","10_1039",3,138.507512625,24.715315725,28.7442,93.3200125,1,17.26515,NA,3.90837,6.759,15.76575,-2,-121.242362625,-20.806945725,-21.9852,-77.5542625
"578","10_1044",2,1441.982196,191.5057268,74.5402,652.269475,2,1728.78145875,NA,218.92933575,85.5816,823.640675,0,286.79926275,27.42360895,11.0414,171.3712
"579","10_1046",2,235.56065625,32.13105625,32.1755,143.4021875,6,768.7233,NA,114.69819,83.4177,401.340225,4,533.16264375,82.56713375,51.2422,257.9380375
"580","10_1047",3,108.258917625,28.117709725,17.4983,58.001515,11,699.642048375,NA,128.704298075,99.8844,369.8040775,8,591.38313075,100.58658835,82.3861,311.8025625
"581","10_1049",9,466.18221375,72.60050975,98.9213,332.6276525,8,1371.647270025,NA,216.535554645,127.3949,638.8671575,-1,905.465056275,143.935044895,28.4736,306.239505
"582","10_1052",1,65.98341,12.388118,9.8282,36.15183,2,394.6197852,NA,70.97596216,26.971,146.04876,1,328.6363752,58.58784416,17.1428,109.89693
"583","10_1053",5,689.167139625,65.697997325,105.4794,526.109155,5,866.3987655,NA,93.0760999,110.5703,589.136405,0,177.231625875,27.378102575,5.09089999999999,63.02725
"584","10_1054",23,8133.759108,1096.0035614,578.9737,3912.6691175,23,10528.9100937,NA,1480.06426646,624.1741,4604.7869725,0,2395.1509857,384.06070506,45.2004000000001,692.117855
"585","10_1055",13,6519.209454,848.1675632,403.4846,3132.837565,12,7842.06703485,NA,1105.95112113,387.8,3237.17823,-1,1322.85758085,257.78355793,-15.6846,104.340665
"586","10_1056",1,741.579789375,58.383575875,51.9344,541.7415575,1,900.281655,NA,74.777599,56.246,632.38175,0,158.701865625,16.394023125,4.31159999999999,90.6401925
"587","10_1059",36,19466.40592575,3203.67646435,808.1085,6201.750555,40,30909.963303675,NA,5283.445795815,966.7438,8268.882765,4,11443.557377925,2079.769331465,158.6353,2067.13221
"588","10_1060",8,616.343050125,111.683018225,84.4277,327.71167,8,1054.1503422,NA,185.19145776,100.9263,467.8169925,0,437.807292075,73.508439535,16.4986,140.1053225
"589","10_1061",1,173.788938,18.4707754,22.3473,119.0221175,1,287.8081713,NA,41.09243554,22.3621,134.77607,0,114.0192333,22.62166014,0.0147999999999939,15.7539525
"590","10_1062",4,3421.359118125,485.884412625,149.5105,1367.15293,6,7303.666062375,NA,1175.151059275,215.9271,2150.0797175,2,3882.30694425,689.26664665,66.4166,782.9267875
"591","10_1064",5,872.682471,136.3155218,81.1378,407.675125,7,1820.83446225,NA,294.97168105,123.841,711.7077825,2,948.15199125,158.65615925,42.7032,304.0326575
"592","10_1065",9,2072.809049625,341.787050325,149.3355,832.7529925,10,2846.654083125,NA,458.890464625,186.5807,1116.1210775,1,773.8450335,117.1034143,37.2452,283.368085
"593","10_1066",2,331.881075,43.793735,37.8818,191.4055,3,639.1924713,NA,91.12024054,58.4547,319.0169125,1,307.3113963,47.32650554,20.5729,127.6114125
"594","10_1067",7,1904.574387375,247.363414275,158.6543,1013.9525825,9,4927.1783319,NA,727.45672102,244.0765,1949.089285,2,3022.603944525,480.093306745,85.4222,935.1367025
"595","10_1068",5,1441.1043225,229.1761355,95.6376,572.3249675,7,2434.80621645,NA,379.47305841,148.9092,953.3381,2,993.70189395,150.29692291,53.2716,381.0131325
"596","10_1070",3,3969.059103,508.2339774,157.8328,1810.62882,3,5333.3158905,NA,691.1359749,181.9032,2354.29623,0,1364.2567875,182.9019975,24.0704,543.66741
"597","10_1071",5,835.435389375,102.782970875,98.1438,508.604525,5,956.26846485,NA,114.95450513,106.6327,580.715135,0,120.833075475,12.171534255,8.4889,72.11061
"598","10_1072",9,542.468239875,95.873593775,90.0262,320.592415,15,1008.702196875,NA,172.660899375,153.5372,575.7133525,6,466.233957,76.7873056,63.511,255.1209375
"599","10_1073",7,2891.61945675,414.49838415,169.2887,1241.745505,8,3482.12699775,NA,493.73014695,197.6297,1515.2369375,1,590.507541,79.2317628,28.341,273.4914325
"600","10_1074",12,1252.34586,192.882443,154.2774,690.6016975,15,2472.831430425,NA,421.307755965,201.3135,1035.509475,3,1220.485570425,228.425312965,47.0361,344.9077775
"601","10_1075",11,731.837768625,126.824395525,113.0012,421.06636,12,1859.347563525,NA,323.790806945,154.7489,774.6299275,1,1127.5097949,196.96641142,41.7477,353.5635675
"602","10_1076",23,1103.11043175,214.17346415,193.4739,668.1564175,26,1800.108471825,NA,347.947022085,232.1932,899.48001,3,696.998040075,133.773557935,38.7193,231.3235925
"603","10_1077",4,253.27707525,39.53717145,46.0198,166.97395,4,375.93788805,NA,53.77432269,55.4396,220.9518025,0,122.6608128,14.23715124,9.4198,53.9778525
"604","10_1078",50,4720.384501875,856.955398375,521.9244,2231.7169875,57,10358.9101188,NA,2036.75519104,572.0929,3205.431515,7,5638.525616925,1179.799792665,50.1685,973.7145275
"605","10_1080",3,370.73059875,60.20859275,39.7827,189.3881275,14,1458.307582875,NA,267.207268175,132.0106,650.3357575,11,1087.576984125,206.998675425,92.2279,460.94763
"606","10_1081",28,7996.6298385,1360.4780633,448.5837,2831.759645,38,14693.616721575,NA,2631.410840635,594.6093,4236.2645325,10,6696.986883075,1270.932777335,146.0256,1404.5048875
"607","10_1082",20,5245.290214875,902.447358775,312.9856,1867.61146,18,6669.79446105,NA,1147.52376609,321.2151,2144.1087525,-2,1424.504246175,245.076407315,8.22950000000003,276.4972925
"608","10_1083",16,3870.337386375,663.999803475,242.3722,1399.16634,18,6536.314173825,NA,1155.041423685,296.9525,2005.381235,2,2665.97678745,491.04162021,54.5803000000001,606.214895
"609","10_1084",6,1830.64767075,279.49261535,122.2055,760.80004,6,2785.427058825,NA,436.316726685,142.7748,1017.56655,0,954.779388075,156.824111335,20.5693,256.76651
"610","10_1085",1,374.151591,49.1365078,27.5228,186.35903,1,781.564062825,NA,109.693744885,36.6916,321.9648575,0,407.412471825,60.557237085,9.1688,135.6058275
"611","10_1087",7,2095.835481,267.4370098,176.9206,1114.48766,8,3727.654519725,NA,506.961840905,233.3669,1718.4628175,1,1631.819038725,239.524831105,56.4463,603.9751575
"612","10_1088",5,2090.384528625,333.649058525,104.43,727.9275575,5,2712.03459615,NA,451.88541867,108.5162,815.7149,0,621.650067525,118.236360145,4.08620000000001,87.7873424999999
"613","10_1089",15,1126.4074875,192.9123175,165.3121,639.04698,17,1891.0558206,NA,352.71492348,183.5862,825.42746,2,764.6483331,159.80260598,18.2741,186.38048
"614","10_1090",2,25.71796125,5.53736525,13.3753,28.1813675,6,191.652737175,NA,42.770545115,42.6265,126.4938675,4,165.934775925,37.233179865,29.2512,98.3125
"615","10_1091",4,2844.70013925,385.74457265,141.4514,1247.940265,5,2870.9097462,NA,314.91359596,190.4196,1687.2713,1,26.2096069500003,-70.8309766899999,48.9682,439.331035
"616","10_1092",2,278.64275175,40.70492015,30.7427,148.0368175,3,557.052006375,NA,85.684289475,50.0211,261.391845,1,278.409254625,44.979369325,19.2784,113.3550275
"617","10_1094",7,2503.55513025,406.57454545,136.2923,882.2216975,7,3042.796953375,NA,485.880517075,153.4007,1091.5829925,0,539.241823124999,79.3059716249999,17.1084,209.361295
"618","10_1095",7,578.029816125,98.609951025,68.7923,282.477195,13,2844.080244675,NA,485.437038615,183.3107,1072.1457175,6,2266.05042855,386.82708759,114.5184,789.6685225
"619","10_1096",10,347.52795975,74.25993155,75.8069,228.77855,14,1894.0407993,NA,357.16539794,146.1539,715.59917,4,1546.51283955,282.90546639,70.347,486.82062
"620","10_1097",2,817.1514585,123.9966793,46.8,321.084335,2,665.738291925,NA,108.961947665,38.8671,242.7285575,0,-151.413166575,-15.034731635,-7.9329,-78.3557775
"621","10_1099",20,1171.161288,214.8774304,192.6775,683.94898,20,2364.648222375,NA,469.188417275,194.1219,908.6459525,0,1193.486934375,254.310986875,1.44439999999997,224.6969725
"622","10_1100",6,392.259999375,69.940863875,61.739,226.5988725,7,1110.997375425,NA,208.252251965,81.3643,416.0438425,1,718.73737605,138.31138809,19.6253,189.44497
"623","10_1105",26,901.78012125,208.83823325,176.1178,550.3186975,38,3269.505807675,NA,671.012044015,319.8651,1371.0271575,12,2367.725686425,462.173810765,143.7473,820.70846
"624","10_1106",17,5250.433611375,826.281428475,319.4155,2034.40523,14,6662.6138682,NA,1059.34534856,316.8058,2316.4208925,-3,1412.180256825,233.063920085,-2.60969999999998,282.0156625
"625","10_1110",2,653.984209125,74.549370425,57.5909,385.949135,2,966.6603495,NA,130.3834121,60.5294,448.0879975,0,312.676140375,55.834041675,2.93849999999999,62.1388625
"626","10_1111",11,539.24603175,112.37059415,83.3343,291.0618425,21,1710.2497932,NA,342.89197356,170.7506,744.9281125,10,1171.00376145,230.52137941,87.4163,453.86627
"627","10_1112",6,227.087519625,42.752936325,46.1945,149.0757125,10,622.077337575,NA,125.282883435,83.4209,311.5930675,4,394.98981795,82.52994711,37.2264,162.517355
"628","10_1113",1,8.24792625,2.73688225,4.9141,9.0379575,3,392.93707905,NA,61.02277549,41.1967,193.282375,2,384.6891528,58.28589324,36.2826,184.2444175
"629","10_1114",37,2288.32435125,503.79141725,271.9211,1052.7742225,43,4908.6686034,NA,1010.54686572,366.0154,1787.033105,6,2620.34425215,506.75544847,94.0943,734.2588825
"630","10_1116",5,1215.730789875,208.563103775,78.5078,446.400955,8,3628.46570445,NA,610.49375881,161.4973,1147.135275,3,2412.734914575,401.930655035,82.9895,700.73432
"631","10_1120",17,8109.674151975,1177.850067955,460.6656,3371.53102,15,11325.37702815,NA,1686.60107427,489.6257,4218.801015,-2,3215.702876175,508.751006315,28.9601,847.269995
"632","10_1121",6,3952.273246875,546.451929375,199.7747,1684.5796825,6,6972.402487275,NA,1033.658934695,243.2197,2481.68063,0,3020.1292404,487.20700532,43.445,797.1009475
"633","10_1122",5,4526.511287625,631.680705725,198.1832,1852.10454,5,5891.301650475,NA,836.841909255,221.8555,2278.37324,0,1364.79036285,205.16120353,23.6723,426.2687
"634","10_1123",12,2198.033163,390.5510104,159.5222,834.7578525,18,5494.8800844,NA,985.64913552,270.4817,1705.052635,6,3296.8469214,595.09812512,110.9595,870.2947825
"635","10_1124",26,961.806695625,246.628602125,148.9017,504.860785,7,502.0723368,NA,111.44961544,47.5319,208.288795,-19,-459.734358825,-135.178986685,-101.3698,-296.57199
"636","10_1128",5,489.30394275,82.78546295,57.5393,248.285895,11,2287.327990275,NA,428.713782095,131.2929,735.531225,6,1798.024047525,345.928319145,73.7536,487.24533
"637","10_1132",4,597.6021735,96.6783063,53.5601,274.018745,5,2110.000910175,NA,349.911863515,96.8899,696.097545,1,1512.398736675,253.233557215,43.3298,422.0788
"638","10_1133",4,165.63679875,30.41538775,36.1807,113.362535,5,435.81434175,NA,79.69768215,52.9743,215.5342475,1,270.177543,49.2822944,16.7936,102.1717125
"639","10_1135",2,144.5030415,20.4471507,26.1958,98.53415,4,561.03861825,NA,88.34579585,58.0489,277.5104475,2,416.53557675,67.89864515,31.8531,178.9762975
"640","10_1148",1,201.953448,20.7692584,24.3678,138.31103,3,1672.4116575,NA,203.8289185,104.6945,865.1903975,2,1470.4582095,183.0596601,80.3267,726.8793675
"641","10_1153",2,611.979228,79.9323824,49.5598,313.14283,3,1318.4950572,NA,170.24843476,89.6145,653.3587775,1,706.5158292,90.31605236,40.0547,340.2159475
"642","10_1162",9,3254.499664875,311.108203775,297.2586,2192.3147675,9,3317.096404125,NA,294.866991425,310.6637,2337.86839,0,62.5967392499997,-16.24121235,13.4051,145.5536225
"643","10_1163",5,578.43596475,61.63703055,91.8338,425.854715,5,0,NA,-77.42813,108.2988,425.854715,0,-578.43596475,-139.06516055,16.465,0
"644","10_1164",3,720.92069325,84.65976585,72.5297,429.812955,6,1465.2329895,NA,193.3559441,126.9378,767.2110875,3,744.31229625,108.69617825,54.4081,337.3981325
"645","10_1165",3,2244.1258935,281.9570373,119.2557,1093.6707925,3,1089.37321875,NA,24.46155875,130.8537,1144.7217925,0,-1154.75267475,-257.49547855,11.598,51.0510000000002
"646","10_1166",2,213.45069375,29.13384375,30.9612,133.3464275,2,274.586648625,NA,34.786794525,36.1696,171.5660375,0,61.135954875,5.652950775,5.2084,38.21961
"647","10_1168",9,3070.117519875,318.876072775,260.9994,1955.2944125,4,679.519796625,NA,90.396982925,76.035,386.6973825,-5,-2390.59772325,-228.47908985,-184.9644,-1568.59703
"648","10_1169",10,1090.047447,133.1010626,164.0214,736.640905,6,766.644963525,NA,83.537836945,111.4847,540.5911225,-4,-323.402483475,-49.563225655,-52.5367,-196.0497825
"649","10_1170",9,1757.294893125,228.048682625,185.1115,994.4824175,11,2327.402935125,NA,293.310136225,239.3297,1332.5909025,2,570.108042,65.2614536,54.2182,338.108485
"650","10_1171",6,2124.567666,289.0963178,153.1136,1020.5656175,6,3390.201297,NA,481.7184526,182.4573,1413.701575,0,1265.633631,192.6221348,29.3437,393.1359575
"651","10_1173",14,5954.428650375,991.006964675,288.721,1972.239555,18,8643.26171025,NA,1356.42126945,435.7718,3112.5412175,4,2688.833059875,365.414304775,147.0508,1140.3016625
"652","10_1175",8,92.08138725,30.42612605,38.5855,81.5024925,19,952.8839865,NA,186.7933767,163.5363,557.0447025,11,860.80259925,156.36725065,124.9508,475.54221
"653","10_1357",5,1765.775239875,242.919853775,115.6319,808.807285,7,2575.361907,NA,360.0421256,166.9828,1170.9165325,2,809.586667125,117.122271825,51.3509,362.1092475
"654","10_1488",6,53.304649875,16.546801775,30.8316,57.86495,14,199.100196,NA,35.0369168,101.5544,224.64013,8,145.795546125,18.490115025,70.7228,166.77518
"655","10_1529",2,921.8641365,103.7007167,68.9077,530.7906175,3,1429.36291125,NA,147.32345025,110.7845,888.335305,1,507.49877475,43.62273355,41.8768,357.5446875
"656","10_2453",1,25.968553875,3.597439975,9.6306,25.8690575,1,33.014314125,NA,5.229584425,9.6346,27.8281575,0,7.04576025,1.63214445,0.00399999999999956,1.9591
"657","10_2454",4,113.213089125,22.225289425,31.8094,87.1824525,27,886.06368,NA,172.692759,209.9142,622.2248175,23,772.850590875,150.467469575,178.1048,535.042365
"658","10_2455",1,42.48916875,6.46367875,10.5795,33.2564375,3,120.839378625,NA,17.521923525,31.7325,98.113015,2,78.350209875,11.058244775,21.153,64.8565775
"659","10_2467",7,639.148055625,67.055680125,112.438,494.36244,8,864.936252,NA,94.4725416,136.0485,627.5555,1,225.788196375,27.416861475,23.6105,133.19306
"660","10_2483",16,782.377286625,125.383594925,162.8324,546.7222475,26,2531.272710375,NA,406.934642675,321.5002,1371.55304,10,1748.89542375,281.55104775,158.6678,824.8307925
"661","10_2484",10,1858.88382525,297.41897145,147.6491,782.656875,12,4161.973077,NA,688.7837316,217.8453,1419.5549225,2,2303.08925175,391.36476015,70.1962,636.8980475
"662","10_2492",5,354.235431375,59.337314475,56.2621,209.381315,5,487.909746,NA,80.9477668,62.0762,258.2866,0,133.674314625,21.610452325,5.8141,48.905285
"663","10_2494",8,2017.747184625,204.651238325,199.7327,1340.325415,9,2304.001870875,NA,234.993508575,229.5803,1523.0325825,1,286.25468625,30.34227025,29.8476,182.7071675
"664","10_2501",17,1478.006362125,169.887972825,249.5483,1100.9123125,17,2265.01950465,NA,315.83041797,263.8438,1302.50263,0,787.013142525,145.942445145,14.2955,201.5903175
"665","10_2503",3,582.1989975,82.0788405,52.6979,297.0549725,4,722.056271625,NA,103.090202925,67.8223,368.056975,1,139.857274125,21.011362425,15.1244,71.0020024999999
"666","10_2509",5,271.1269305,21.1462869,73.9276,273.62049,5,330.819620625,NA,29.207847125,77.9806,305.800495,0,59.692690125,8.06156022499999,4.053,32.180005
"667","10_2527",20,5295.38952375,618.72629275,485.4684,3137.011735,22,6690.523035375,NA,830.770217675,549.8543,3651.213995,2,1395.133511625,212.043924925,64.3859,514.20226
"668","10_2535",13,246.578738625,66.565086525,74.3183,184.6584025,19,363.749599125,NA,88.134697425,119.3892,291.7260775,6,117.1708605,21.5696109,45.0709,107.067675
"669","10_2576",1,15.504705,2.786929,7.5632,16.98983,1,23.4690417,NA,3.12889486,9.4947,24.7279175,0,7.9643367,0.341965860000001,1.9315,7.7380875
"670","10_2578",1,7.993940625,2.290168125,5.406,9.7329375,8,1376.288685225,NA,229.449225805,117.4094,593.150415,7,1368.2947446,227.15905768,112.0034,583.4174775
"671","10_2892",7,212.494618125,33.452032625,58.534,177.79047,3,781.203021525,NA,92.806203345,66.8322,456.8882175,-4,568.7084034,59.35417072,8.29819999999999,279.0977475
