"","idplot","n_trees_ifn2","ws_ifn2","wb27_ifn2","wb2_ifn2","wr_ifn2","n_trees_ifn3","ws_ifn3","wb7_ifn3","wb27_ifn3","wb2_ifn3","wr_ifn3","ntrees_d","ws_d","wb27_d","wb2_d","wr_d"
"34","01_1282",2,2948.23153125,469.43763125,82.5395,869.6276875,3,4240.883066625,NA,683.683598925,116.8802,1217.2092075,1,1292.651535375,214.245967675,34.3407,347.58152
"35","05_0374",4,2377.98972675,230.65421015,168.8273,1529.073975,4,2726.76585375,NA,293.99524675,170.6353,1584.955515,0,348.776127,63.3410365999999,1.80799999999999,55.8815399999999
"36","05_0377",2,1165.4684865,125.5859267,79.6368,685.1262275,2,944.31105,NA,67.309585,85.4498,737.2282775,0,-221.1574365,-58.2763417,5.813,52.10205
"37","05_0402",4,920.02193325,89.33054785,102.937,637.21801,1,262.935804375,NA,23.295242875,29.5742,192.0808175,-3,-657.086128875,-66.035304975,-73.3628,-445.1371925
"38","05_0476",2,711.413800875,82.229172575,59.5685,410.2930975,4,1482.9948225,NA,147.5648905,132.7237,968.446765,2,771.581021625,65.335717925,73.1552,558.1536675
"39","05_0696",14,3840.438335625,561.040604125,265.478,1686.86089,24,4975.1126784,NA,725.74714572,379.4937,2276.6819075,10,1134.674342775,164.706541595,114.0157,589.8210175
"40","05_0701",5,74.516772375,23.928557275,24.1186,57.5278275,9,182.1502818,NA,48.23773644,52.7954,134.588025,4,107.633509425,24.309179165,28.6768,77.0601975
"41","05_0827",5,9741.749016375,1581.924602475,222.9373,2615.0120425,6,13539.26335725,NA,2281.61484705,262.3869,3158.39667,1,3797.514340875,699.690244575,39.4495999999999,543.3846275
"42","05_0844",1,717.04693125,73.26245125,45.6095,436.5164375,1,976.7388645,NA,114.2971041,48.9381,509.66487,0,259.69193325,41.03465285,3.32860000000001,73.1484325
"43","05_0855",3,5273.8655715,600.0036247,189.9532,2764.54035,3,6614.9846829,NA,832.11386682,196.6557,3017.52165,0,1341.1191114,232.11024212,6.70249999999999,252.9813
"44","05_0856",6,5768.1967005,764.9874929,255.8039,2536.95442,8,10008.338670675,NA,1429.552839415,359.4011,3797.7450225,2,4240.141970175,664.565346515,103.5972,1260.7906025
"45","05_0958",1,102.6532575,11.5452835,17.2267,74.99063,1,177.502870125,NA,25.376449225,18.1816,92.6214575,0,74.849612625,13.831165725,0.954899999999999,17.6308275
"46","05_0969",13,2182.799278125,323.459955625,204.2891,1055.3017475,20,2695.171601475,NA,456.713705055,217.9558,1081.35027,7,512.37232335,133.25374943,13.6667,26.0485225
"47","05_0972",18,2435.92755075,384.70235935,242.7041,1189.69422,14,3087.11628675,NA,467.52772815,241.0026,1376.60809,-4,651.188736,82.8253688,-1.70150000000001,186.91387
"48","05_1001",1,35.423344125,5.356958425,10.0836,29.8587575,3,517.658362875,NA,81.391207175,45.1687,237.984175,2,482.23501875,76.03424875,35.0851,208.1254175
"49","05_1002",4,161.395581375,25.921779475,39.4893,122.9510425,6,1294.311364875,NA,203.241728775,102.9843,569.17861,2,1132.9157835,177.3199493,63.495,446.2275675
"50","05_1005",2,7452.562158,1058.2995764,160.5068,2719.83283,2,10789.285338,NA,1646.4865204,174.4498,3285.39068,0,3336.72318,588.186944,13.943,565.55785
"51","05_1008",1,5460.489315,770.974267,99.3788,1994.50823,1,5913.6336,NA,859.36888,99.742,2025.023,0,453.144285,88.3946130000002,0.363200000000006,30.5147700000002
"52","05_1009",5,2171.689030125,241.499577225,131.6252,1250.2779575,4,4658.4153045,NA,628.4323561,187.7533,1976.76622,-1,2486.726274375,386.932778875,56.1281,726.4882625
"53","05_1013",5,56.847855375,18.481483675,24.1864,51.24119,12,495.618413625,NA,112.000306525,82.9742,276.065075,7,438.77055825,93.51882285,58.7878,224.823885
"54","05_1014",3,401.512579875,71.660060775,35.9802,171.6210925,3,600.03619425,NA,108.78358665,39.1981,214.6211925,0,198.523614375,37.123525875,3.21789999999999,43.0001
"55","05_1017",1,10.616958,3.2135164,5.2753,10.57628,4,96.21301725,NA,28.25456005,19.9878,58.3322025,3,85.59605925,25.04104365,14.7125,47.7559225
"56","05_1018",9,235.3333905,58.9039399,54.9742,153.6116725,16,836.847856125,NA,188.077838025,115.7118,414.0060925,7,601.514465625,129.173898125,60.7376,260.39442
"57","05_1022",3,169.149924,33.8619192,25.8886,91.0195,5,486.467231625,NA,89.700285925,51.6774,221.7783425,2,317.317307625,55.838366725,25.7888,130.7588425
"58","05_1025",3,26.1262305,8.6919169,14.6545,27.508195,10,184.609737,NA,63.1417896,42.4622,117.0172575,7,158.4835065,54.4498727,27.8077,89.5090625
"59","05_1060",2,37.627750125,6.330288225,16.0713,38.796615,5,243.024766875,NA,36.801490375,50.2873,171.870985,3,205.39701675,30.47120215,34.216,133.07437
"60","05_1207",4,143.349127875,26.172854175,35.4543,105.53257,5,187.18874325,NA,35.18880585,42.4907,129.23053,1,43.839615375,9.015951675,7.03639999999999,23.69796
"61","05_1223",3,114.366317625,22.433204725,25.3318,78.5023525,5,151.952112,NA,24.7866896,44.9811,128.80582,2,37.585794375,2.353484875,19.6493,50.3034675
"62","05_1225",11,101.985228,26.6416774,62.7497,119.4411075,13,343.922864625,NA,100.398922325,64.1522,194.424945,2,241.937636625,73.757244925,1.4025,74.9838375
"63","05_1231",2,974.17728,114.482944,68.6872,533.74464,2,1291.131732375,NA,168.918920275,72.0687,604.001255,0,316.954452375,54.435976275,3.3815,70.2566149999999
"64","05_1245",3,4751.127626625,720.212526925,134.9009,1540.2347675,3,4510.2026961,NA,655.72661138,142.5063,1601.42554,0,-240.924930524999,-64.4859155449999,7.6054,61.1907725000003
"65","05_1288",3,119.82490425,22.93905465,25.4176,78.9606675,12,864.525666375,NA,175.945497475,97.2306,392.718755,9,744.700762125,153.006442825,71.813,313.7580875
"66","06_2524",4,493.51948425,69.80206865,62.7406,286.1497925,5,1001.819431125,NA,140.427998025,96.5634,516.721205,1,508.299946875,70.625929375,33.8228,230.5714125
"67","09_0051",1,14.211808875,3.303418975,6.4876,14.1573575,2,71.050757625,NA,15.068826725,14.7463,44.8408675,1,56.83894875,11.76540775,8.2587,30.68351
"68","09_0067",1,890.724879,108.8366182,45.1236,443.65607,1,983.760384375,NA,123.730166875,46.293,468.6914375,0,93.035505375,14.893548675,1.1694,25.0353674999999
"69","09_0076",3,29.596062375,9.584159275,14.883,29.4826675,12,302.878852875,NA,70.245349175,80.0086,219.401325,9,273.2827905,60.6611899,65.1256,189.9186575
"70","09_0083",29,9041.84668575,1359.79217735,585.6219,3824.4695775,6,3062.9259585,NA,478.8524443,144.864,1049.5831775,-23,-5978.92072725,-880.93973305,-440.7579,-2774.8864
"71","09_0090",16,1041.860289375,179.773820875,160.7592,602.19016,20,2422.616909625,NA,430.924848325,217.4047,1004.3980375,4,1380.75662025,251.15102745,56.6455,402.2078775
"72","09_0125",9,7899.4196055,1309.7611169,258.9388,2248.7540075,7,6817.48084125,NA,1139.09924925,207.7066,1860.5504775,-2,-1081.93876425,-170.66186765,-51.2322,-388.20353
"73","09_0126",1,855.0621,131.593555,33.5145,292.8014375,1,1612.6460505,NA,265.0389029,40.1777,431.00343,0,757.5839505,133.4453479,6.66319999999999,138.2019925
"74","09_0138",2,1282.18579425,185.06809665,63.5517,515.3566275,2,1932.86910375,NA,290.81537675,73.5804,683.228975,0,650.6833095,105.7472801,10.0287,167.8723475
"75","09_0141",2,75.661812,15.3281646,16.4096,50.1161375,8,1093.881830625,NA,191.470955125,99.7926,470.0696,6,1018.220018625,176.142790525,83.383,419.9534625
"76","09_0159",2,41.98687425,10.75116065,11.732,31.2158275,3,196.519786875,NA,38.771151375,27.6048,102.4183875,1,154.532912625,28.019990725,15.8728,71.20256
"77","09_0161",3,595.8023175,107.3649215,39.243,217.623835,3,963.437749875,NA,172.060411775,46.451,296.280985,0,367.635432375,64.695490275,7.20800000000001,78.65715
"78","09_0266",17,1542.011751,292.7615708,170.1797,706.9794875,21,2020.5679095,NA,359.0242701,234.2962,983.8396425,4,478.5561585,66.2626993,64.1165,276.860155
"79","09_0364",9,385.196425875,71.115922575,77.3284,251.92596,7,880.870934925,NA,145.746077065,91.356,417.2700675,-2,495.67450905,74.63015449,14.0276,165.3441075
"80","09_0365",21,1186.856686125,217.386817025,195.9143,690.889485,36,4321.10212785,NA,795.67463553,377.2488,1779.4265775,15,3134.245441725,578.287818505,181.3345,1088.5370925
"81","09_0382",5,335.13972525,48.78146645,60.1953,232.5233625,6,550.328411475,NA,84.114933055,76.4594,322.834655,1,215.188686225,35.333466605,16.2641,90.3112925
"82","09_0639",1,686.246256,115.6602848,24.9506,197.88912,1,696.07059615,NA,112.95683367,27.4137,219.1793175,0,9.82434014999978,-2.70345113000005,2.46309999999999,21.2901975
"83","09_0719",4,89.371359,19.9806472,25.1133,68.0762225,5,163.828310175,NA,32.611218515,37.5473,113.6803525,1,74.456951175,12.630571315,12.434,45.60413
"84","09_0739",1,42.102432,7.7239456,9.1916,28.83452,1,91.26909,NA,15.081382,12.3426,50.00567,0,49.166658,7.3574364,3.151,21.17115
"85","09_1016",17,1064.898824625,177.823790325,169.8719,637.560495,22,2082.545980875,NA,383.573251575,217.5267,969.201805,5,1017.64715625,205.74946125,47.6548,331.64131
"86","09_1019",7,126.684147375,36.725852275,37.5628,93.4537175,8,230.73646275,NA,61.15801895,46.086,137.476625,1,104.052315375,24.432166675,8.5232,44.0229075
"87","09_1151",12,415.343361375,72.569943475,104.0839,307.5869225,2,100.3752495,NA,16.0989971,21.3895,70.94659,-10,-314.968111875,-56.470946375,-82.6944,-236.6403325
"88","09_1157",2,988.94668275,175.47323495,37.5128,271.054355,2,1340.046297,NA,239.8852526,41.1248,329.575675,0,351.09961425,64.41201765,3.61199999999999,58.5213200000001
"89","09_1163",7,1217.096146125,220.802710025,86.0781,433.6950475,12,2048.384115,NA,377.983237,139.1545,713.585015,5,831.287968875,157.180526975,53.0764,279.8899675
"90","09_1210",8,97.482945375,24.589020675,45.6477,96.1464075,16,656.727880275,NA,121.276429095,132.565,423.3232575,8,559.2449349,96.68740842,86.9173,327.17685
"91","09_1213",9,269.654466375,47.993052475,76.6538,214.2079225,11,496.13916735,NA,101.75113463,90.5604,298.5343075,2,226.484700975,53.758082155,13.9066,84.326385
"92","09_1226",8,146.992557375,39.277965275,45.4792,112.759075,24,945.24526035,NA,237.86163903,141.0728,489.19871,16,798.252702975,198.583673755,95.5936,376.439635
"93","09_1227",2,25.3147815,7.4471777,10.7791,23.1163075,9,368.271123975,NA,87.637605555,57.4616,192.57381,7,342.956342475,80.190427855,46.6825,169.4575025
"94","09_1231",14,208.290430125,59.414272225,76.3308,174.683795,21,770.198439375,NA,198.345880875,120.8184,405.491515,7,561.90800925,138.93160865,44.4876,230.80772
"95","09_1232",1,25.258014,4.2289012,8.7346,23.06447,5,128.879274825,NA,30.249794485,32.6584,90.8782875,4,103.621260825,26.020893285,23.9238,67.8138175
"96","09_1234",14,611.363822625,122.079108725,115.8381,382.80814,22,1721.10135105,NA,367.11580809,173.6992,745.4572125,8,1109.737528425,245.036699365,57.8611,362.6490725
"97","09_1236",15,521.884383525,82.963437945,139.4008,423.094815,23,2188.21887135,NA,465.56515783,181.2188,848.5366175,8,1666.334487825,382.601719885,41.818,425.4418025
"98","09_1241",25,820.664029125,188.601481425,166.0151,503.3281825,15,1520.832351375,NA,327.279960475,118.9129,565.93251,-10,700.16832225,138.67847905,-47.1022,62.6043275
"99","09_1243",1,7.237562625,2.301695725,5.0468,8.8120175,3,44.6078754,NA,17.13898332,11.2344,29.418675,2,37.370312775,14.837287595,6.1876,20.6066575
"100","09_1247",1,14.966784,0.701267200000001,9.9369,23.42912,3,513.006168375,NA,67.145709075,57.5824,293.666945,2,498.039384375,66.444441875,47.6455,270.237825
"101","09_1251",10,292.968585,64.217693,68.6767,195.624,18,988.12320165,NA,256.44054057,91.0531,401.72418,8,695.15461665,192.22284757,22.3764,206.10018
"102","09_1252",3,50.726133,9.6423564,22.1997,51.6440925,18,1363.107950325,NA,291.948122385,139.5164,577.3156675,15,1312.381817325,282.305765985,117.3167,525.671575
"103","09_1253",7,166.038804,31.5359632,54.4112,141.55713,8,385.14267945,NA,89.96151881,51.7449,188.3070475,1,219.10387545,58.42555561,-2.6663,46.7499175
"104","09_1256",15,546.096466125,94.295741025,137.4199,417.401985,28,2377.245596175,NA,435.606927315,284.3763,1177.7883975,13,1831.14913005,341.31118629,146.9564,760.3864125
"105","09_1260",3,352.276234875,47.632689775,44.0142,212.5755775,2,442.431703125,NA,58.405180625,39.9228,218.3928175,-1,90.1554682500001,10.77249085,-4.0914,5.81724000000003
"106","09_1267",22,724.188902625,131.900227725,181.9082,539.2476375,1,72.91832355,NA,13.37640859,10.3229,39.1680575,-21,-651.270579075,-118.523819135,-171.5853,-500.07958
"107","09_1278",4,40.1418,10.148515,23.5587,45.7045875,13,282.1318911,NA,72.70980738,77.1618,202.0772325,9,241.9900911,62.56129238,53.6031,156.372645
"108","09_1287",4,188.226153,23.6273074,42.4816,154.1969,5,443.6465211,NA,66.43192638,61.2176,250.796975,1,255.4203681,42.80461898,18.736,96.600075
"109","09_1293",2,158.227106625,31.335970925,18.8153,74.8408375,1,145.3974624,NA,31.96145792,7.4372,43.29468,-1,-12.829644225,0.625486994999992,-11.3781,-31.5461575
"110","09_1295",2,88.3520235,3.5830263,30.0761,108.4655,3,440.587790325,NA,52.441094385,56.9947,289.4924175,1,352.235766825,48.858068085,26.9186,181.0269175
"111","09_1296",18,1180.644298875,195.098550975,193.3288,720.9398625,24,2999.771729775,NA,517.237666195,292.7564,1356.4654675,6,1819.1274309,322.13911522,99.4276,635.525605
"112","09_1298",2,1080.914013,161.3487704,47.7309,405.8357875,3,1568.017497375,NA,276.523982275,53.5331,431.3269675,1,487.103484375,115.175211875,5.80219999999999,25.4911799999999
"113","09_1303",7,653.69153025,114.52050545,78.2204,313.1760775,23,5094.091727325,NA,880.437453985,334.8779,1836.41172,16,4440.400197075,765.916948535,256.6575,1523.2356425
"114","09_1339",10,1001.9465055,159.0625869,111.4017,529.3470325,12,2859.32164635,NA,524.42881783,144.0371,918.30596,2,1857.37514085,365.36623093,32.6354,388.9589275
"115","09_1341",1,47.365236,9.3447688,8.7466,28.83452,2,333.327386925,NA,63.582093665,22.7099,120.469635,1,285.962150925,54.237324865,13.9633,91.635115
"116","09_1347",17,313.22290275,71.89400095,111.1434,269.22896,32,2059.1840079,NA,476.88552682,213.2057,884.9644375,15,1745.96110515,404.99152587,102.0623,615.7354775
"117","09_1357",10,1204.764418125,184.176907625,138.8147,638.8442775,14,3425.636399175,NA,609.201324715,198.0135,1165.1443375,4,2220.87198105,425.02441709,59.1988,526.30006
"118","09_1371",2,16.74425925,4.56880865,11.0814,20.386795,6,267.2009163,NA,69.34512154,33.3657,123.7647125,4,250.45665705,64.77631289,22.2843,103.3779175
"119","09_1372",1,8.400904875,3.158095775,4.4222,8.3687175,15,498.776918175,NA,152.668759915,61.2561,231.37543,14,490.3760133,149.51066414,56.8339,223.0067125
"120","09_1374",13,347.000772375,77.197952275,90.8595,253.293755,25,1539.979102575,NA,368.655440435,158.4661,655.1691575,12,1192.9783302,291.45748816,67.6066,401.8754025
"121","09_1389",10,218.1157425,49.1534915,67.9323,174.4532075,20,862.90957395,NA,197.19733191,139.6545,467.685075,10,644.79383145,148.04384041,71.7222,293.2318675
"122","09_1400",1,17.929134,3.9349972,6.9386,16.37207,7,254.63581515,NA,67.44901387,36.8679,119.9480425,6,236.70668115,63.51401667,29.9293,103.5759725
"123","09_1401",3,36.986212125,12.393352825,14.2664,31.2544375,5,139.14837855,NA,52.28045259,12.1549,59.17912,2,102.162166425,39.887099765,-2.1115,27.9246825
"124","09_1423",2,26.289714375,8.870740875,9.2136,20.8140075,16,449.14817925,NA,119.68204965,87.3962,263.3806175,14,422.858464875,110.811308775,78.1826,242.56661
"125","09_1437",1,1574.4466125,224.1466025,51.4685,594.91575,2,2249.5653684,NA,359.95911272,59.2004,653.1382,1,675.1187559,135.81251022,7.7319,58.2224500000001
"126","09_1448",3,46.653913125,8.852213625,22.0181,49.899135,4,157.362426675,NA,36.318189215,27.8978,88.909535,1,110.70851355,27.46597559,5.8797,39.0104
"127","09_1451",6,221.698978875,26.473959975,65.2839,204.495005,12,724.478103675,NA,122.473360815,119.9823,452.5724775,6,502.7791248,95.99940084,54.6984,248.0774725
"128","09_1477",3,43.407693,4.5692944,26.1349,59.4568975,5,116.589737475,NA,19.472783855,41.6084,114.108995,2,73.182044475,14.903489455,15.4735,54.6520975
"129","09_1478",1,21.17232,5.572096,6.0017,15.46688,5,210.75208425,NA,53.44359865,29.1749,103.0061175,4,189.57976425,47.87150265,23.1732,87.5392375
"130","09_1488",1,11.6928,4.49824,4.069,9.152,2,854.152482375,NA,62.420175275,62.1098,667.8017775,1,842.459682375,57.921935275,58.0408,658.6497775
"131","09_1519",1,13.828563,4.6345454,4.6976,10.82367,1,11.1816315,NA,3.6644077,4.9181,10.2105575,0,-2.6469315,-0.9701377,0.2205,-0.613112499999998
"132","09_1640",1,13.3990875,3.7533325,5.6365,12.2354375,21,922.746962475,NA,212.039898855,143.8762,487.79159,20,909.347874975,208.286566355,138.2397,475.5561525
"133","09_1688",1,5.951061,1.8886288,4.9999,8.1513575,1,19.996254,NA,4.0178932,7.4774,18.25967,0,14.045193,2.1292644,2.4775,10.1083125
"134","09_1703",2,162.1656945,14.4740981,34.3087,141.09238,6,415.517644125,NA,48.452183425,83.9434,322.51219,4,253.351949625,33.978085325,49.6347,181.41981
"135","09_1745",6,212.822303625,20.104843525,71.4701,222.0915125,8,490.521670875,NA,64.172858575,100.8369,362.3537775,2,277.69936725,44.06801505,29.3668,140.262265
"136","09_1746",4,138.02012775,16.49763595,44.2736,133.542695,8,396.593121375,NA,63.177481475,83.3968,280.5020075,4,258.572993625,46.679845525,39.1232,146.9593125
"137","09_1754",3,276.49694025,29.01111845,50.5945,214.341985,4,530.821636875,NA,82.305961375,57.6849,272.9344475,1,254.324696625,53.294842925,7.0904,58.5924625
"138","09_1755",2,54.88047,4.890161,20.2859,61.8550075,6,162.53416125,NA,26.55049525,47.728,136.9979325,4,107.65369125,21.66033425,27.4421,75.142925
"139","09_1761",6,85.77523575,19.62196235,37.7542,83.660005,6,136.411389,NA,35.8425312,34.4856,91.6519175,0,50.63615325,16.22056885,-3.2686,7.9919125
"140","09_1762",3,112.60642725,18.45763805,29.1343,88.0547525,4,385.442809875,NA,67.213124775,45.3354,189.6526775,1,272.836382625,48.755486725,16.2011,101.597925
"141","09_1776",7,3224.3930865,367.8123517,203.2898,1818.30363,9,4323.628125,NA,533.1018,252.4266,2233.5545375,2,1099.2350385,165.2894483,49.1368,415.2509075
"142","09_1785",3,2630.027313,278.9443554,147.2473,1528.58134,3,1451.905892325,NA,28.196045985,152.1515,1546.3937775,0,-1178.121420675,-250.748309415,4.9042,17.8124375000002
"143","09_1829",11,5446.88208,338.713414,489.1592,4524.552175,11,6146.676063,NA,433.3586604,502.6003,4809.1632875,0,699.793983,94.6452464,13.4410999999999,284.6111125
"144","09_1830",6,1449.074088,172.6634004,98.3892,802.266465,2,69.7653,NA,9.892615,20.704,61.5346875,-4,-1379.308788,-162.7707854,-77.6852,-740.7317775
"145","09_1864",1,2274.654672,344.6966176,56.7318,733.09808,1,2849.262876,NA,448.1166808,59.6134,821.62652,0,574.608204,103.4200632,2.88160000000001,88.5284399999999
"146","09_1867",1,546.4818,82.87444,27.6715,206.492,1,729.647424,NA,113.5501792,30.4164,249.85532,0,183.165624,30.6757392,2.7449,43.36332
"147","09_1868",1,1026.733545,171.220876,30.9263,281.2699175,1,1488.679565625,NA,259.464293125,32.426,332.9129375,0,461.946020625,88.243417125,1.4997,51.64302
"148","09_1871",5,15223.749201,2102.9799458,373.403,5902.33358,5,15742.6744905,NA,2211.3493349,371.8415,5901.98609,0,518.925289499997,108.3693891,-1.56150000000002,-0.347490000000107
"149","09_1873",1,25.657344,4.2449152,8.8244,23.42912,1,22.83228,NA,5.693784,6.3609,16.67952,0,-2.825064,1.4488688,-2.4635,-6.7496
"150","09_1875",5,7457.1193485,1079.5873763,207.4146,2697.8304925,6,7842.094837875,NA,1129.158857175,230.5572,2908.8084025,1,384.975489375,49.5714808749999,23.1426,210.97791
"151","09_1920",1,63.206892,7.7858936,13.5878,49.47228,2,330.2835984,NA,53.13507672,30.6216,148.240235,1,267.0767064,45.34918312,17.0338,98.767955
"152","09_1984",10,317.276656875,72.892402375,68.131,203.47756,15,645.544578375,NA,142.612217075,106.9301,361.69133,5,328.2679215,69.7198147,38.7991,158.21377
"153","09_1985",13,327.6793665,85.9750757,75.1805,209.64658,2,66.567430125,NA,12.822037225,15.4567,46.2193875,-11,-261.111936375,-73.153038475,-59.7238,-163.4271925
"154","09_1986",6,1302.833210625,204.971209125,99.517,561.957825,7,1458.072552375,NA,222.206286275,111.0463,635.7923,1,155.23934175,17.23507715,11.5293,73.834475
"155","09_1987",2,550.40782725,80.51882805,42.6163,251.9048675,3,848.817577125,NA,129.525879825,60.5894,363.4241325,1,298.409749875,49.007051775,17.9731,111.519265
"156","09_1992",14,15256.698852375,2150.025201275,594.6912,6027.3302375,14,15031.122620625,NA,2046.293382125,616.7769,6305.2657525,0,-225.576231750003,-103.73181915,22.0857000000001,277.935515
"157","09_1998",18,671.89588875,160.14682975,116.2406,373.247875,12,337.204333125,NA,81.495884625,75.4548,215.6007425,-6,-334.691555625,-78.650945125,-40.7858,-157.6471325
"158","09_1999",1,76.571658,10.5369514,13.6367,52.4413175,1,89.77936725,NA,13.39298005,13.5509,54.6549575,0,13.20770925,2.85602865,-0.0857999999999972,2.21364000000001
